judet,NUTS_ID,an,temperatura_medie_anuala_C,precipitatii_anuale_mm,judet_std,schimbare_temp_anuala_C,schimbare_precipitatii_anuala_mm,schimbare_precipitatii_anuala_pct
Dâmboviţa,RO313,2017,10.012339716372283,913.3207659341286,Dambovita,-0.2966273211050723,38.858217038106204,4.443668523845101
Dâmboviţa,RO313,2018,10.436042232789855,835.383002889977,Dambovita,0.4237025164175723,-77.93776304415167,-8.533449139792449
Dâmboviţa,RO313,2019,11.09026126585145,774.6874661618385,Dambovita,0.6542190330615938,-60.69553672813845,-7.265593927356006
Dâmboviţa,RO313,2020,11.256088477977809,766.3050050290599,Dambovita,0.1658272121263593,-8.382461132778644,-1.0820442435075517
Dâmboviţa,RO313,2021,10.015658613564312,862.2385935291001,Dambovita,-1.2404298644134961,95.93358850004017,12.51898237261313
Dâmboviţa,RO313,2022,10.916712664175725,527.0309148668379,Dambovita,0.9010540506114122,-335.2076786622622,-38.876441066071244
Dâmboviţa,RO313,2023,11.63162452587183,378.13887919631344,Dambovita,0.7149118616961054,-148.89203567052442,-28.251100926051787
Dâmboviţa,RO313,2024,12.22477390455163,640.0204127681428,Dambovita,0.5931493786798008,261.8815335718294,69.25538419334865
Galaţi,RO224,2012,11.930775960286459,616.7058345704443,Galati,1.0999552408854179,169.49832767869032,37.90149428768805
Galaţi,RO224,2013,11.891143798828125,637.1062369934386,Galati,-0.039632161458333925,20.400402422994375,3.307963258885649
Galaţi,RO224,2014,11.610372755262587,666.3768149407374,Galati,-0.2807710435655384,29.27057794729876,4.594300957628228
Galaţi,RO224,2015,12.381888495551216,546.0780618509484,Galati,0.7715157402886295,-120.29875308978899,-18.05266185626333
Galaţi,RO224,2016,12.017615424262154,700.8095798426205,Galati,-0.3642730712890625,154.73151799167204,28.335054784512813
Galaţi,RO224,2017,11.564136081271702,635.9119394976232,Galati,-0.4534793429904518,-64.89764034499728,-9.26038145191611
Galaţi,RO224,2018,11.793755425347221,524.8820847591592,Galati,0.22961934407551965,-111.029854738464,-17.459941831911298
Galaţi,RO224,2019,12.686938815646702,467.4397026681238,Galati,0.8931833902994804,-57.44238209103537,-10.943864109477586
Galaţi,RO224,2020,13.13975609673394,478.2385225865162,Galati,0.4528172810872384,10.798819918392383,2.310205970257395
Galaţi,RO224,2021,11.45882839626736,573.5487488806248,Galati,-1.6809277004665795,95.31022629410859,19.92943307423889
Galaţi,RO224,2022,12.67271508110894,282.09079914208917,Galati,1.2138866848415795,-291.4579497385356,-50.81659585298791
Galaţi,RO224,2023,13.228900485568577,262.9381934499575,Galati,0.5561854044596366,-19.152605692131658,-6.789518038298192
Galaţi,RO224,2024,13.684712727864584,549.1113519731703,Galati,0.45581224229600714,286.17315852321275,108.83666414848072
Giurgiu,RO314,2012,12.573301153667902,642.056124684164,Giurgiu,0.9816511768405718,129.38793270201495,25.23814325241387
Giurgiu,RO314,2013,12.775020276085804,678.5685803905382,Giurgiu,0.20171912241790224,36.51245570637411,5.686801247217299
Giurgiu,RO314,2014,12.18788276284428,924.6166008832091,Giurgiu,-0.5871375132415242,246.04802049267096,36.25986047733929
Giurgiu,RO314,2015,13.003533832097459,606.0112545639277,Giurgiu,0.8156510692531782,-318.60534631928147,-34.45810360910072
Giurgiu,RO314,2016,12.57799465373411,676.1490912296005,Giurgiu,-0.42553917836334776,70.13783666567281,11.573685494693065
Giurgiu,RO314,2017,11.978744248212394,769.9440014766434,Giurgiu,-0.5992504055217172,93.79491024704294,13.871927281078445
Giurgiu,RO314,2018,12.48704399496822,679.0618020700196,Giurgiu,0.5082997467558261,-90.88219940662384,-11.803741471110197
Giurgiu,RO314,2019,13.464547884666313,565.1878699842146,Giurgiu,0.9775038896980934,-113.873932085805,-16.76930313834133
Giurgiu,RO314,2020,13.634144928495763,585.4258114778894,Giurgiu,0.16959704382944985,20.23794149367484,3.5807459021086396
Giurgiu,RO314,2021,12.343271029197563,744.7007993227345,Giurgiu,-1.2908738992981998,159.2749878448451,27.20669036487482
Giurgiu,RO314,2022,13.33788545252913,357.47650014495446,Giurgiu,0.9946144233315675,-387.22429917778004,-51.997298717812555
Giurgiu,RO314,2023,14.396447133209746,310.5709294884513,Giurgiu,1.058561680680615,-46.90557065650313,-13.121301858299272
Giurgiu,RO314,2024,14.707676774364407,539.1330264708248,Giurgiu,0.3112296411546609,228.56209698237348,73.59416973083846
Gorj,RO412,2012,9.693924125583692,830.4868026026364,Gorj,0.888056612562858,182.604372584443,28.184800840997525
Gorj,RO412,2013,9.510267937320402,1057.448542589857,Gorj,-0.18365618826329033,226.96173998722054,27.328759382563604
Gorj,RO412,2014,9.543736249551007,1254.2829873048026,Gorj,0.03346831223060498,196.83444471494568,18.61409201367541
Gorj,RO412,2015,9.98028494297773,983.5786146704835,Gorj,0.4365486934267242,-270.70437263431916,-21.582400094256837
