judet,an,ocupati_aff_eurostat_mii,ocupati_total_eurostat_mii,ocupati_aff_eurostat_nr,ocupati_total_eurostat_nr,pondere_ocupati_aff_eurostat,schimbare_pondere_ocupati_aff_eurostat,schimbare_ocupati_aff_eurostat_pct
Arad,2020,14.38,176.84,14380.0,176840.0,8.131644424338386,1.1498459999971757,11.90661478599222
Arad,2021,19.79,174.53,19790.0,174530.0,11.33902480948834,3.2073803851499534,37.62169680111265
Arad,2022,17.36,178.37,17360.0,178370.0,9.732578348376968,-1.6064464611113713,-12.278928751894902
Arges,2012,48.85,252.51,48850.0,252510.0,19.34576848441646,,
Arges,2013,48.6,255.58,48600.0,255580.0,19.015572423507315,-0.3301960609091452,-0.5117707267144334
Arges,2014,47.57,255.26,47570.0,255260.0,18.635900650317325,-0.37967177318999035,-2.1193415637860036
Arges,2015,43.94,253.3,43940.0,253300.0,17.34701934465061,-1.2888813056667132,-7.630859785579148
Arges,2016,36.23,257.37,36230.0,257370.0,14.077009752496405,-3.2700095921542065,-17.546654528903048
Arges,2017,36.24,277.72,36240.0,277720.0,13.049114215756877,-1.0278955367395284,0.027601435274626773
Arges,2018,39.3,274.57,39300.0,274570.0,14.313289871435334,1.2641756556784571,8.443708609271528
Arges,2019,36.71,270.77,36710.0,270770.0,13.557631938545631,-0.7556579328897026,-6.590330788804066
Arges,2020,30.97,256.92,30970.0,256920.00000000003,12.054335980071617,-1.5032959584740144,-15.636066466902754
Arges,2021,25.54,247.73,25540.0,247730.0,10.309611270334639,-1.7447247097369782,-17.53309654504359
Arges,2022,24.48,244.59,24480.0,244590.0,10.008585796639274,-0.3010254736953648,-4.150352388410338
Bacau,2012,124.34,281.55,124340.0,281550.0,44.16267092878707,,
Bacau,2013,125.66,276.54,125660.0,276540.0,45.44008100094018,1.2774100721531099,1.0616052758565253
Bacau,2014,128.46,280.08,128460.00000000001,280080.0,45.865467009425885,0.4253860084857024,2.2282349196244056
Bacau,2015,129.79,288.87,129789.99999999999,288870.0,44.93024543912486,-0.9352215703010245,1.035341740619633
Bacau,2016,115.02,276.46,115020.0,276460.0,41.60457208999494,-3.3256733491299215,-11.379921411510896
Bacau,2017,117.36,283.18,117360.0,283180.0,41.44360477434847,-0.1609673156464666,2.0344287949921824
Bacau,2018,122.0,285.95,122000.0,285950.0,42.66480153873055,1.2211967643820785,3.9536468984321838
Bacau,2019,118.67,289.23,118670.0,289230.0,41.029630397953184,-1.6351711407773664,-2.7295081967213086
Bacau,2020,116.01,293.63,116010.0,293630.0,39.508905765759636,-1.5207246321935486,-2.2415100699418544
Bacau,2021,96.73,281.82,96730.0,281820.0,34.32332694627777,-5.185578819481869,-16.619256960606844
Bacau,2022,101.22,288.77,101220.0,288770.0,35.052117602244,0.728790655966236,4.641786415796556
Bihor,2012,76.37,283.64,76370.0,283640.0,26.924975320829226,,
Bihor,2013,80.05,288.91,80050.0,288910.0,27.707590599148517,0.782615278319291,4.818646065208854
Bihor,2014,77.41,296.6,77410.0,296600.0,26.099123398516515,-1.6084672006320027,-3.2979387882573374
Bihor,2015,62.69,286.28,62690.0,286280.0,21.89814167947464,-4.200981719041874,-19.015631055419192
Bihor,2016,58.62,288.27,58620.0,288270.0,20.335102508065354,-1.5630391714092866,-6.492263518902542
Bihor,2017,56.74,281.32,56740.0,281320.0,20.16920233186407,-0.1659001762012835,-3.2070965540771046
Bihor,2018,53.49,283.35,53490.0,283350.0,18.877713075701426,-1.2914892561626452,-5.727881565033488
Bihor,2019,57.31,284.46,57310.0,284460.0,20.146945088940452,1.2692320132390265,7.14152177977192
Bihor,2020,48.06,272.02,48060.0,272020.0,17.667818542754212,-2.47912654618624,-16.14028965276566
Bihor,2021,50.78,283.13,50780.0,283130.0,17.935224102002614,0.26740555924840237,5.6595921764461155
Bihor,2022,51.17,286.2,51170.0,286200.0,17.879105520614953,-0.05611858138766124,0.7680189050807362
Bistrita-Nasaud,2012,54.0,133.31,54000.0,133310.0,40.50708874052959,,
Bistrita-Nasaud,2013,51.85,131.04,51850.0,131039.99999999999,39.56807081807082,-0.9390179224587669,-3.981481481481486
Bistrita-Nasaud,2014,40.98,121.87,40980.0,121870.0,33.625994912611795,-5.942075905459028,-20.964320154291226
Bistrita-Nasaud,2015,31.94,117.36,31940.0,117360.0,27.21540558963872,-6.410589322973074,-22.059541239629088
Bistrita-Nasaud,2016,30.31,121.5,30310.0,121500.0,24.946502057613166,-2.268903532025554,-5.103318722604888
Bistrita-Nasaud,2017,32.97,124.88,32970.0,124880.0,26.40134529147982,1.4548432338666544,8.775981524249431
Bistrita-Nasaud,2018,31.44,125.39,31440.0,125390.0,25.073769838105115,-1.3275754533747062,-4.640582347588717
Bistrita-Nasaud,2019,32.25,121.89,32250.0,121890.0,26.458282057592914,1.3845122194877995,2.57633587786259
Bistrita-Nasaud,2020,28.39,116.83,28390.0,116830.0,24.300265342805787,-2.158016714787127,-11.968992248062015
Bistrita-Nasaud,2021,30.82,123.08,30820.0,123080.0,25.04062398440039,0.7403586415946037,8.55935188446637
Bistrita-Nasaud,2022,33.07,125.64,33070.0,125640.0,26.321235275390002,1.2806112909896115,7.300454250486688
Botosani,2012,75.65,148.19,75650.0,148190.0,51.049328564680486,,
Botosani,2013,64.9,136.55,64900.00000000001,136550.0,47.52837788355914,-3.5209506811213487,-14.21017845340382
Botosani,2014,74.22,146.85,74220.0,146850.0,50.541368743615934,3.012990860056796,14.360554699537742
Botosani,2015,73.22,148.26,73220.0,148260.0,49.3862134088763,-1.1551553347396322,-1.34734572891404
Botosani,2016,76.23,153.03,76230.0,153030.0,49.813762007449526,0.4275485985732246,4.1108986615678855
Botosani,2017,72.08,152.85,72080.0,152850.0,47.1573438011122,-2.656418206337328,-5.444050898596354
Botosani,2018,62.37,141.92,62370.0,141920.0,43.94729425028185,-3.210049550830348,-13.471143174250832
Botosani,2019,67.53,149.5,67530.0,149500.0,45.17056856187291,1.2232743115910623,8.273208273208276
Botosani,2020,64.1,146.8,64099.99999999999,146800.0,43.66485013623978,-1.505718425633134,-5.079224048571018
Botosani,2021,68.44,154.0,68440.0,154000.0,44.441558441558435,0.7767083053186568,6.770670826833092
Botosani,2022,67.21,156.27,67210.0,156270.0,43.008894861457726,-1.4326635801007086,-1.797194623027465
Braila,2012,67.72,150.82,67720.0,150820.0,44.90120673650709,,
Braila,2013,65.75,147.51,65750.0,147510.0,44.57324927123585,-0.3279574652712398,-2.9090372120496144
Braila,2014,62.65,143.55,62650.0,143550.0,43.6433298502264,-0.9299194210094512,-4.714828897338408
Braila,2015,53.11,138.87,53110.0,138870.0,38.24440123856844,-5.398928611657958,-15.227454110135675
Braila,2016,46.94,136.71,46940.0,136710.0,34.3354546119523,-3.9089466266161423,-11.61739785351158
Braila,2017,45.19,137.71,45190.0,137710.0,32.815336576864425,-1.5201180350878758,-3.7281636131231366
Braila,2018,46.56,138.52,46560.0,138520.0,33.612474732890554,0.7971381560261293,3.031644169063963
Braila,2019,42.42,132.83,42420.0,132830.0,31.935556726643078,-1.676918006247476,-8.89175257731959
Braila,2020,40.2,127.09,40200.0,127090.0,31.63112754740735,-0.3044291792357292,-5.233380480905236
Braila,2021,53.26,141.39,53260.0,141390.0,37.66885918381781,6.037731636410459,32.48756218905473
Braila,2022,48.19,138.12,48190.0,138120.0,34.88995076744859,-2.7789084163692195,-9.519339091250467
Brasov,2012,28.96,230.26,28960.0,230260.0,12.577086771475724,,
Brasov,2013,30.91,235.71,30910.0,235710.0,13.113571761910823,0.536484990435099,6.7334254143646355
Brasov,2014,29.26,234.32,29260.0,234320.0,12.487196995561627,-0.6263747663491959,-5.338078291814952
Brasov,2015,25.79,241.53,25790.0,241530.0,10.677762596778868,-1.8094343987827592,-11.859193438140803
Brasov,2016,25.53,248.15,25530.0,248150.0,10.288132178118074,-0.3896304186607935,-1.0081426909654856
Brasov,2017,23.96,247.6,23960.0,247600.0,9.676898222940226,-0.6112339551778483,-6.1496278887583244
Brasov,2018,20.41,240.27,20410.0,240270.0,8.494610230157738,-1.1822879927824879,-14.816360601001666
Brasov,2019,21.28,242.39,21280.0,242390.0,8.779240067659558,0.2846298375018197,4.262616364527183
Brasov,2020,21.11,242.07,21110.0,242070.0,8.720618003056966,-0.05862206460259145,-0.7988721804511267
Brasov,2021,37.29,255.4,37290.0,255400.0,14.600626468285041,5.880008465228075,76.64613927048791
