an,judet,emig_masc_nr,emig_fem_nr,emigranti_total_nr,emig_15_64_nr,imig_masc_nr,imig_fem_nr,imigranti_total_nr,imigranti_15_64_nr,populatie_15_64,populatie_rurala,populatie_totala,pondere_rurala,rata_emig_def,rata_imig_def,rata_emig_15_64,rata_imig_15_64,intensitate_migratie,sup_grau_ha,sup_orz_orzoaica_ha,sup_porumb_boabe_ha,sup_floarea_soarelui_ha,sup_rapita_ha,sup_soia_boabe_ha,sup_totala_cultivata_ha,pondere_grau,pondere_orz_orzoaica,pondere_porumb_boabe,pondere_floarea_soarelui,pondere_rapita,pondere_soia_boabe,prod_grau_tone,prod_orz_orzoaica_tone,prod_porumb_boabe_tone,prod_floarea_soarelui_tone,prod_rapita_tone,prod_soia_boabe_tone,yield_grau,yield_orz_orzoaica,yield_porumb_boabe,yield_floarea_soarelui,yield_rapita,yield_soia_boabe,ocupati_total_nr,ocupati_agri_nr,pondere_ocupati_agri,tractoare_nr,pluguri_nr,semanatori_mecanice_nr,masini_stropit_prafuit_mecanice_nr,combine_cereale_nr,tractoare_1000ha,pluguri_1000ha,semanatori_1000ha,masini_stropit_1000ha,combine_1000ha,z_tractoare_1000ha,z_pluguri_1000ha,z_semanatori_1000ha,z_combine_1000ha,indice_mecanizare_vechi,indice_mecanizare_nou,temperatura_medie_anuala_C,schimbare_temp_anuala_C,precipitatii_anuale_mm,schimbare_precipitatii_anuala_mm,schimbare_precipitatii_anuala_pct
2020,Bacau,342,440,782,652,345,309,654,540,366318,328696,579693,56.70173695,1.348989896,1.128183366,1.779874317,1.474129035,2.477173262,17272,3552,80266,17317,3837,1813,124057,13.92263234,2.863199981,64.70090362,13.95890599,3.092933087,1.46142499,58177,5024,330964,32904,7466,2791,3.368283928,1.414414414,4.123339895,1.900098169,1.945790983,1.539437397,203500,45200,22.21130221,5033,3123,1411,10,405,40.57006054,25.17391199,11.37380398,0.080608108,3.264628356,-0.33908526,-0.458283387,-0.486399774,-0.616258709,-0.475006782,-0.436826482,9.895081718,0.297296488,668.2190169,-14.63654927,-2.143432666
2021,Bacau,633,750,1383,1139,535,454,989,779,371808,338080,588158,57.48115302,2.351408975,1.681520952,3.063409071,2.095167398,4.032929927,22372,2391,77977,18954,3175,1074,125943,17.76359147,1.898477883,61.91451688,15.04966532,2.520981714,0.852766728,97889,6464,410146,46301,7017,2508,4.375514035,2.703471351,5.259833028,2.442808906,2.21007874,2.335195531,178600,22300,12.48600224,5372,3244,1458,19,448,42.65421659,25.75768403,11.57666563,0.150861898,3.557164749,-0.31350646,-0.446735701,-0.467384316,-0.548272885,-0.44397484,-0.362273854,8.487097398,-1.40798432,736.4337268,68.21470982,10.20843587
2022,Bacau,1096,1170,2266,1864,649,601,1250,1041,379115,348140,598570,58.16195265,3.785689226,2.088310473,4.916713926,2.745868668,5.873999699,21113,2407,77696,16891,3142,676,121925,17.31638302,1.974164445,63.72442075,13.85359852,2.576994054,0.554439204,53507,6049,247433,28184,6518,1110,2.534315351,2.51308683,3.184629839,1.668580901,2.074474857,1.642011834,184500,22700,12.30352304,5400,3305,1456,19,460,44.28952225,27.10682797,11.94176748,0.155833504,3.772811154,-0.293436391,-0.420048075,-0.433161095,-0.49815639,-0.411200488,-0.292503989,9.407925588,0.920828189,491.9825326,-244.4511941,-33.1939162
2012,Bihor,121,142,263,194,99,47,146,124,394248,291860,575556,50.70922725,0.456949454,0.253667758,0.492076054,0.314522838,0.710617212,58341,11291,82108,22215,1874,3512,179341,32.53076541,6.295827502,45.78317284,12.38701691,1.044936741,1.958280594,171839,27658,230543,24120,1774,5856,2.945424316,2.449561598,2.807801919,1.08575287,0.946638207,1.667425968,268300,88700,33.06000745,10063,7970,3636,166,1483,56.1109841,44.44047931,20.27422619,0.925610987,8.269163214,-0.14835186,-0.077168414,0.347891014,0.546801466,0.167293051,0.686731144,10.68743795,0.594429525,732.2885444,100.4379884,15.89584553
2013,Bihor,126,133,259,203,57,66,123,112,393260,291595,574566,50.75047949,0.45077502,0.214074623,0.516197935,0.284798861,0.664849643,61099,18167,76601,24848,4168,2065,186948,32.68235017,9.717675503,40.97449558,13.29139654,2.229496972,1.104585232,243403,60873,366222,45285,8212,4078,3.983747688,3.350745858,4.780903644,1.822480683,1.97024952,1.974818402,266400,84300,31.64414414,10675,7882,3636,190,1639,57.10143997,42.16145666,19.44925862,1.016325395,8.767143805,-0.136196018,-0.122250117,0.270561779,0.66253278,0.168662106,0.729726181,10.70379028,0.016352336,905.1544377,172.8658933,23.60625393
2014,Bihor,84,92,176,153,51,55,106,94,391442,291122,572968,50.80946929,0.307172477,0.185001606,0.390862503,0.240137747,0.492174083,65484,15906,80381,25634,5435,2114,194954,33.58946213,8.158847728,41.23075187,13.14874278,2.787837131,1.084358361,246371,63499,343735,51339,11666,4460,3.76230835,3.99214133,4.276321519,2.002769759,2.146458142,2.10974456,264800,81800,30.89123867,9776,8036,3636,263,1759,50.14516245,41.2199801,18.65055346,1.349036183,9.022641238,-0.221570253,-0.140873611,0.195694279,0.721910703,0.13879028,0.728790365,11.53424479,0.830454508,844.003561,-61.1508767,-6.755850069
2015,Bihor,92,134,226,190,73,59,132,111,388253,290431,570620,50.89744488,0.396060426,0.231327328,0.489371621,0.285896052,0.627387754,87981,18836,94696,21613,4516,2640,230282,38.20576511,8.179536395,41.12175507,9.385449145,1.961073814,1.146420476,332807,65033,294172,33861,8667,5376,3.78271445,3.452590784,3.10648813,1.56669597,1.919176262,2.036363636,262800,71200,27.09284627,9887,8044,3649,265,1763,42.93431532,34.9310845,15.84578908,1.150762978,7.655830677,-0.310068815,-0.265275236,-0.067213371,0.404262215,-0.059573801,0.448296787,11.12762655,-0.406618245,765.6841462,-78.31941473,-9.279512356
2016,Bihor,170,199,369,323,91,61,152,126,384119,290425,567778,51.15115415,0.649901898,0.267710267,0.840885246,0.328023347,0.917612165,81905,21067,95872,26990,5549,3185,234568,34.91738003,8.981190955,40.87173016,11.50625831,2.36562532,1.357815218,240400,78579,404334,53381,11466,5460,2.935107747,3.729956804,4.217435748,1.977806595,2.066318256,1.714285714,259600,61300,23.61325116,10747,8142,3608,268,1285,45.8161386,34.71061696,15.38146721,1.142525835,5.478155588,-0.274700263,-0.269636339,-0.110737088,-0.101832205,-0.189226474,0.181818246,10.39111633,-0.736510213,1002.477093,236.7929468,30.92566928
2017,Bihor,132,173,305,255,110,83,193,156,380145,289602,565378,51.22272179,0.539462094,0.341364538,0.67079667,0.410369727,0.880826633,82025,19289,87846,22218,10701,6135,228214,35.94214202,8.452154557,38.49281814,9.735599043,4.689019955,2.688266276,336943,80565,537388,55649,22975,14378,4.107808595,4.176732853,6.117387246,2.504680889,2.146995608,2.343602282,260400,61900,23.77112135,10927,8427,3828,270,1305,47.88049813,36.92586783,16.77372992,1.183100073,5.718317018,-0.249364426,-0.225816116,0.019768177,-0.046018388,-0.125357688,0.249509664,10.48769938,0.096583049,775.097449,-227.379644,-22.68177952
2018,Bihor,208,213,421,335,99,97,196,153,376478,287577,562997,51.07966828,0.747783736,0.348136846,0.889826232,0.406398249,1.095920582,80395,20016,88573,23177,12696,6352,231209,34.77157031,8.657102448,38.30862985,10.02426376,5.491135726,2.747297899,335385,83677,664586,47964,22368,15411,4.171714659,4.180505596,7.5032572,2.069465418,1.761814745,2.426164987,261500,62700,23.97705545,11537,8914,4184,308,1398,49.89857661,38.55386252,18.09618138,1.332128075,6.04647743,-0.224596595,-0.193612499,0.143729607,0.030246503,-0.061058246,0.26457712,11.34330241,0.855603027,912.9926133,137.8951643,17.79068741
2019,Bihor,172,220,392,320,89,80,169,136,373020,285532,561228,50.8762927,0.698468359,0.301125389,0.857862849,0.364591711,0.999593748,84441,18546,89568,29457,15101,6140,243253,34.71324095,7.624160853,36.82092307,12.10961427,6.207939882,2.524120977,368122,68414,673447,85048,33506,14252,4.359517296,3.6888817,7.518834852,2.887191499,2.218793457,2.321172638,260500,62200,23.87715931,11836,9065,4208,316,1466,48.65715942,37.26572745,17.29886168,1.299059004,6.026647153,-0.23983248,-0.2190933,0.068991975,0.025637922,-0.091073971,0.254085906,11.61537476,0.272072347,742.3194145,-170.6731987,-18.69382033
2020,Bihor,124,158,282,238,68,51,119,102,369455,286036,559344,51.13776138,0.504162018,0.212749221,0.644192121,0.276082337,0.716911239,90709,13220,91261,30555,14252,7252,247249,36.68730713,5.34683659,36.91056384,12.35798729,5.764229582,2.933075564,369424,37160,600643,72377,37735,15327,4.072627854,2.810892587,6.581595643,2.368744886,2.647698569,2.113485935,259000,59800,23.08880309,11996,9098,4230,318,1548,48.51789087,36.79691323,17.10825929,1.286152826,6.260894887,-0.24154172,-0.228366987,0.051125652,0.080077389,-0.084676416,0.339211353,10.86171061,-0.753664144,863.4926381,121.1732235,16.32359617
2021,Bihor,248,284,532,439,94,84,178,140,363534,288413,555025,51.96396559,0.958515382,0.320706274,1.207589937,0.385108408,1.279221657,84616,5599,98267,31750,18668,6043,244943,34.5451799,2.28583793,40.11831324,12.96219937,7.621364971,2.467104592,353051,23608,619076,67694,51218,12999,4.172390564,4.216467226,6.299937924,2.132094488,2.743625455,2.151083899,230500,29600,12.84164859,13659,9255,4176,356,1863,55.76399407,37.78430084,17.04886443,1.453399362,7.605851157,-0.152610461,-0.208835319,0.04555821,0.392646912,0.019189836,0.521776177,10.1961792,-0.665531413,880.1536178,16.6609797,1.929487174
2022,Bihor,298,383,681,578,159,141,300,236,359691,289780,553123,52.38979395,1.231190892,0.542374842,1.606934841,0.656118724,1.773565735,83677,5490,96930,30979,17784,5915,240775,34.75319281,2.280137057,40.25750182,12.86636902,7.386148894,2.4566504,320820,21931,284432,50183,45295,8630,3.834028467,3.994717668,2.934406273,1.619903806,2.546952317,1.459002536,235100,30000,12.76052744,15099,9437,3186,168,1132,62.70999896,39.19426851,13.23227079,0.697746859,4.701484789,-0.067362301,-0.180944528,-0.312194359,-0.282331473,-0.210708165,0.102392231,10.88133545,0.68515625,631.7185082,-248.4351095,-28.2263351
2012,Bistrita-Nasaud,169,165,334,263,29,19,48,43,190330,179334,284874,62.95204196,1.17244817,0.168495545,1.38181054,0.225923396,1.340943715,4438,2363,24299,466,0,11,31577,14.05453336,7.483294803,76.95157868,1.475757672,0,0.034835482,9714,4430,52225,199,0,6,2.188823795,1.874735506,2.149265402,0.427038627,,0.545454545,131700,44700,33.94077449,2610,1992,552,45,224,82.65509706,63.08389017,17.481078,1.42508788,7.093770783,0.177423432,0.291619804,0.086072221,0.273638791,0.207188562,-0.138888423,7.269302029,0.345541721,847.1228339,111.2177987,15.11306396
2013,Bistrita-Nasaud,157,164,321,274,34,33,67,60,189754,178070,284090,62.68084058,1.129923616,0.235840755,1.443974831,0.316198868,1.36576437,2513,2091,22649,487,1,7,27748,9.056508577,7.535678247,81.62390082,1.755081447,0.003603863,0.025227043,6874,5341,66038,590,1,8,2.735376045,2.554280249,2.915713718,1.211498973,1,1.142857143,130200,42300,32.48847926,2610,1992,552,45,224,94.06083321,71.78895776,19.89332565,1.621738504,8.072653885,0.317405771,0.463816103,0.312186886,0.501132452,0.398635303,0.022447829,7.520638021,0.251335992,916.6995652,69.57673133,8.213299009
2014,Bistrita-Nasaud,96,123,219,189,32,29,61,53,188913,177090,283631,62.43675762,0.772129986,0.21506817,1.000460529,0.280552424,0.987198155,2483,2104,22884,490,19,19,27999,8.868173863,7.514554091,81.73149041,1.750062502,0.067859566,0.067859566,8206,6730,79711,671,48,34,3.304873137,3.198669202,3.483263415,1.369387755,2.526315789,1.789473684,128800,40700,31.59937888,2629,1995,561,45,226,93.89621058,71.25254473,20.03642987,1.607200257,8.071716847,0.315385361,0.453205233,0.325600916,0.500914683,0.398776548,-0.020443226,8.444218614,0.923580594,875.2054417,-41.49412351,-4.526469204
2015,Bistrita-Nasaud,138,129,267,222,53,50,103,85,187528,175873,282971,62.15230536,0.943559587,0.363994897,1.183823216,0.453265646,1.307554484,2965,2488,23977,521,75,14,30040,9.870173103,8.28229028,79.81691079,1.734354194,0.249667111,0.046604527,9612,5982,60454,465,172,22,3.241821248,2.404340836,2.521332944,0.892514395,2.293333333,1.571428571,129100,35300,27.34314485,2721,2049,591,45,254,90.5792277,68.20905459,19.67376831,1.498002663,8.45539281,0.274676106,0.39300148,0.291606439,0.590081458,0.387341371,0.051389148,8.106655545,-0.33756307,874.4829,-0.72254177,-0.082556819
2016,Bistrita-Nasaud,180,205,385,329,63,51,114,96,185770,174775,282036,61.96903941,1.365073962,0.404203719,1.771007159,0.516768047,1.769277681,3095,2619,23836,646,0,54,30250,10.23140496,8.65785124,78.79669421,2.13553719,0,0.178512397,9725,6483,72959,720,0,112,3.142164782,2.475372279,3.060874308,1.114551084,,2.074074074,127200,30400,23.89937107,2758,2252,591,45,245,91.17355372,74.44628099,19.53719008,1.487603306,8.099173554,0.281970256,0.516381028,0.27880413,0.507295656,0.396112768,0.034058436,7.49047309,-0.616182454,1011.612316,137.1294164,15.68120045
2017,Bistrita-Nasaud,175,187,362,306,83,89,172,137,183794,173419,280828,61.75274545,1.289045252,0.61247454,1.664907451,0.745399741,1.901519791,4018,2672,19042,373,38,45,26188,15.34290515,10.20314648,72.71269284,1.424316481,0.145104628,0.171834428,12653,7795,86367,863,23,85,3.149079144,2.917290419,4.535605504,2.313672922,0.605263158,1.888888889,127300,31000,24.35192459,3273,2298,539,41,170,124.9809073,87.75011456,20.58194593,1.565602566,6.491522835,0.696887133,0.779546235,0.37673546,0.133675613,0.49671111,-0.049033005,7.39784885,-0.09262424,927.6894665,-83.92284986,-8.295949792
2018,Bistrita-Nasaud,212,230,442,359,111,78,189,159,182018,171753,279568,61.43514279,1.581010702,0.676043038,1.972332407,0.87353998,2.25705374,3861,2700,18889,365,0,27,25842,14.94079406,10.44810773,73.09418776,1.412429379,0,0.104481077,12277,8166,106695,778,0,88,3.17974618,3.024444444,5.648525597,2.131506849,,3.259259259,125000,31200,24.96,3098,2238,515,32,106,119.882362,86.60320409,19.92879808,1.23829425,4.101849702,0.634312803,0.75685902,0.315511933,-0.421687419,0.321249085,-0.22660547,8.14209866,0.74424981,928.5586732,0.86920665,0.093695863
2019,Bistrita-Nasaud,169,200,369,312,72,80,152,129,180260,170107,278544,61.07006433,1.324745821,0.545694756,1.730833241,0.715632975,1.870440577,4053,2570,19021,529,0,121,26294,15.41416293,9.774092949,72.33969727,2.011865825,0,0.46018103,13270,5830,98633,1648,0,348,3.274117937,2.26848249,5.185479207,3.115311909,,2.876033058,125200,31100,24.84025559,2925,2244,515,32,98,111.2421085,85.34266373,19.58621739,1.217007682,3.727086027,0.52827117,0.731924075,0.283399758,-0.508782967,0.258703009,-0.245211599,8.317428928,0.175330268,848.3149728,-80.24370041,-8.641747982
2020,Bistrita-Nasaud,122,159,281,240,48,44,92,77,178296,168714,277372,60.82589447,1.013079907,0.331684525,1.346076188,0.43186611,1.344764432,3352,2408,18971,512,51,55,25349,13.22340132,9.499388536,74.83924415,2.019803543,0.201191368,0.216971084,12684,4938,84827,1101,178,79,3.784009547,2.050664452,4.471403721,2.150390625,3.490196078,1.436363636,125100,30100,24.0607514,2811,2254,511,32,97,110.8919484,88.91869502,20.15858614,1.262377214,3.82658093,0.523973663,0.802662107,0.337051368,-0.485660227,0.294506728,-0.170022401,7.93921441,-0.378214518,1013.791611,165.4766383,19.50650921
2021,Bistrita-Nasaud,232,221,453,365,88,84,172,139,184882,175917,286029,61.50320422,1.583755493,0.601337627,1.974232213,0.751830898,2.18509312,3602,1479,15964,437,61,182,21725,16.57997699,6.807825086,73.48216341,2.01150748,0.280782509,0.837744534,14679,4714,84033,996,212,412,4.07523598,3.187288709,5.263906289,2.279176201,3.475409836,2.263736264,108500,15200,14.00921659,2800,2254,511,34,96,128.8837745,103.7514384,23.52128884,1.565017261,4.418872267,0.744786933,1.096070918,0.652257975,-0.348010977,0.536276212,0.016573612,6.864635552,-1.074578857,1020.931869,7.140257961,0.704312196
2022,Bistrita-Nasaud,270,309,579,484,77,100,177,156,192417,183503,295840,62.02778529,1.957138994,0.598296376,2.515370264,0.810739176,2.55543537,3797,1586,16359,543,75,218,22578,16.81725574,7.02453716,72.45548764,2.404996014,0.33218177,0.965541678,14824,5405,82175,1150,266,494,3.904134843,3.407944515,5.023228804,2.11786372,3.546666667,2.266055046,112100,15500,13.82694023,2793,2259,511,34,93,123.7044911,100.0531491,22.63265125,1.50589069,4.119053946,0.681221707,1.02291448,0.56896056,-0.417689131,0.463851904,0.04221039,7.409889052,0.545253499,770.6998685,-250.2320005,-24.51015666
2012,Botosani,101,138,239,165,417,245,662,589,259760,242525,408567,59.35990915,0.584971376,1.620297283,0.635201725,2.267477672,2.205268659,23208,4915,105338,26167,1504,32058,193190,12.01304415,2.544127543,54.52559656,13.54469693,0.778508204,16.59402661,55913,7722,156339,23635,1369,24041,2.409212341,1.57110885,1.484165259,0.903236901,0.910239362,0.749922016,150800,77600,51.45888594,2832,2552,1494,53,504,14.65914385,13.20979347,7.73331953,0.274341322,2.608830685,-0.657089348,-0.694947482,-0.827644556,-0.76866691,-0.737087074,-0.978105743,10.22012437,0.46995706,561.9203092,119.4192071,26.98732421
2013,Botosani,105,165,270,202,483,331,814,701,258623,240407,404822,59.38585354,0.6669598,2.010760285,0.781059689,2.710509119,2.677720084,23841,3920,103465,29935,2748,28790,192699,12.37214516,2.034260686,53.69254641,15.53459022,1.426058257,14.94039928,72570,8356,514855,59636,4760,56463,3.043915943,2.131632653,4.976127193,1.992183063,1.73216885,1.961201806,148600,73800,49.66352624,2759,2561,1503,53,510,14.31766641,13.29015719,7.799729111,0.275040348,2.646614668,-0.661280293,-0.693357794,-0.821419581,-0.759885865,-0.733985883,-0.962812868,9.999977022,-0.220147346,680.5255267,118.6052175,21.10712418
2014,Botosani,84,102,186,152,419,220,639,600,256754,238272,401287,59.37695465,0.463508661,1.592376529,0.592006356,2.336867196,2.055885189,26004,4338,105716,32804,5723,29247,203832,12.75756505,2.128223243,51.86428039,16.09364575,2.807704384,14.34858118,83156,11208,568728,71266,13709,62854,3.197815721,2.583679115,5.37977222,2.172478966,2.395421981,2.149075119,145100,72300,49.82770503,3026,2927,1689,77,524,14.84555909,14.35986499,8.286235724,0.377762079,2.570744535,-0.654801478,-0.672197737,-0.775816353,-0.777518179,-0.720083437,-0.902051826,9.931383559,-0.068593463,744.6924556,64.1669289,9.429026007
2015,Botosani,119,158,277,231,288,160,448,421,253878,235572,397052,59.33026405,0.697641619,1.128315687,0.909885851,1.65827681,1.825957305,25899,4808,106315,34603,3725,30199,205549,12.59991535,2.339101625,51.72246034,16.83442877,1.812219957,14.69187396,74825,10387,367915,56465,6540,51523,2.889107688,2.160357737,3.460612331,1.631794931,1.755704698,1.706116097,139400,62600,44.90674319,3196,2927,1761,77,533,15.54860398,14.2399136,8.567300254,0.374606542,2.59305567,-0.646173024,-0.674570515,-0.749470463,-0.772333044,-0.710636761,-0.881688134,11.13825109,1.206867532,489.2011107,-255.4913449,-34.30830311
2016,Botosani,152,226,378,327,982,492,1474,1371,250774,232670,392568,59.26871268,0.962890506,3.754763506,1.303962931,5.467073939,4.717654012,27525,5148,106785,35802,3789,21614,200663,13.71702805,2.565495383,53.21608867,17.84185425,1.888240483,10.77129316,83140,10208,334027,50640,7032,19989,3.020526794,1.982905983,3.128032963,1.41444612,1.855898654,0.924817248,131600,53500,40.65349544,4735,3273,1864,57,555,23.59677669,16.31092927,9.289206281,0.284058347,2.765831269,-0.547397984,-0.633603431,-0.681801814,-0.732179778,-0.648745752,-0.776642542,10.77735811,-0.36089298,731.6798945,242.4787839,49.56627828
2017,Botosani,149,236,385,313,1286,769,2055,1857,247671,229667,387897,59.20824343,0.992531523,5.297798127,1.263773312,7.49784997,6.290329649,26168,5118,102707,39457,5084,22121,200655,13.04128978,2.550646632,51.18586629,19.66410007,2.533702126,11.02439511,114207,14161,533912,119825,12323,36553,4.364376338,2.766901133,5.19839933,3.036850242,2.423878836,1.652411735,131700,53600,40.69855733,4388,3598,1806,29,571,21.86838105,17.93127507,9.000523286,0.144526675,2.845680397,-0.568610544,-0.601551118,-0.708861829,-0.71362274,-0.648161558,-0.770589608,10.55296846,-0.224389648,550.405002,-181.2748926,-24.77516383
2018,Botosani,192,240,432,351,3704,2057,5761,5312,244660,226222,382815,59.09434061,1.128482426,15.04904458,1.434643996,21.71176326,16.177527,27190,4753,105528,37445,5724,20806,201446,13.4974137,2.35944124,52.38525461,18.58810798,2.841456271,10.3283262,117290,14180,772097,114984,13500,51174,4.313718279,2.983378919,7.316513153,3.070743758,2.358490566,2.459578968,132200,54500,41.22541604,4545,3463,1860,24,570,22.56187762,17.19071116,9.233243648,0.119138628,2.829542408,-0.560099277,-0.616200328,-0.687047532,-0.717373229,-0.645180091,-0.771653464,10.32890769,-0.224060777,637.7730035,87.36800156,15.87340254
2019,Botosani,200,274,474,397,3134,2108,5242,4592,242340,223223,379004,58.89726758,1.250646431,13.83098859,1.638194273,18.94858463,15.08163502,28484,4461,108669,76465,4999,21729,244807,11.63528821,1.822251815,44.38966206,31.23480946,2.042016772,8.875971684,119720,12530,656634,158361,11210,41779,4.203061368,2.808787267,6.042514425,2.07102596,2.24244849,1.922729992,133700,54400,40.6881077,4975,3814,1793,9,640,20.32213131,15.57961986,7.324136973,0.036763655,2.61430433,-0.587587632,-0.648069576,-0.865999729,-0.767394828,-0.717262941,-0.851894023,11.29502097,0.966113281,556.9807466,-80.79225692,-12.6678703
