an,judet,emig_masc_nr,emig_fem_nr,emigranti_total_nr,emig_15_64_nr,imig_masc_nr,imig_fem_nr,imigranti_total_nr,imigranti_15_64_nr,populatie_15_64,populatie_rurala,populatie_totala,pondere_rurala,rata_emig_def,rata_imig_def,rata_emig_15_64,rata_imig_15_64,intensitate_migratie,sup_grau_ha,sup_orz_orzoaica_ha,sup_porumb_boabe_ha,sup_floarea_soarelui_ha,sup_rapita_ha,sup_soia_boabe_ha,sup_totala_cultivata_ha,pondere_grau,pondere_orz_orzoaica,pondere_porumb_boabe,pondere_floarea_soarelui,pondere_rapita,pondere_soia_boabe,prod_grau_tone,prod_orz_orzoaica_tone,prod_porumb_boabe_tone,prod_floarea_soarelui_tone,prod_rapita_tone,prod_soia_boabe_tone,yield_grau,yield_orz_orzoaica,yield_porumb_boabe,yield_floarea_soarelui,yield_rapita,yield_soia_boabe,ocupati_total_nr,ocupati_agri_nr,pondere_ocupati_agri,temperatura_medie_anuala_C,precipitatii_anuale_mm,tractoare_nr,pluguri_nr,semanatori_mecanice_nr,masini_stropit_prafuit_mecanice_nr,combine_cereale_nr,tractoare_1000ha,pluguri_1000ha,semanatori_1000ha,masini_stropit_1000ha,combine_1000ha
2021,Buzau,182,236,418,356,64,68,132,116,253949,249069,403975,61.65455783,1.034717495,0.326752893,1.401856278,0.45678463,1.361470388,62762,12088,110486,49390,16583,1703,253012,24.80593806,4.777639005,43.66828451,19.52081324,6.554234582,0.673090604,315402,47359,663972,123497,45234,4680,5.025365667,3.917852416,6.009557772,2.500445434,2.727733221,2.748091603,133800,25700,19.2077728,10.45716903,722.7630969,3108,3315,1028,164,495,12.28400234,13.10214535,4.063048393,0.6481906,1.956428944
2022,Buzau,277,308,585,487,60,69,129,116,252994,247969,402417,61.61991168,1.453715922,0.320562998,1.924946837,0.458508897,1.77427892,60594,10178,101365,40729,16130,965,229961,26.34968538,4.425967882,44.07921343,17.71126408,7.014232848,0.419636373,109153,22579,25574,48134,32390,2675,1.801382975,2.218412262,0.252296157,1.181811486,2.008059516,2.772020725,137700,26300,19.09949165,11.58931921,383.5693165,3243,3269,1089,225,571,14.10239128,14.21545392,4.735585599,0.978426777,2.483029731
2012,Calarasi,36,71,107,88,15,13,28,23,197102,194766,304880,63.88283915,0.350957754,0.091839412,0.446469341,0.11669085,0.442797166,137505,35562,124097,72274,13074,6685,389197,35.33043677,9.137274953,31.8853948,18.57003009,3.359224249,1.717639139,395796,107604,404313,126409,16734,14811,2.878411694,3.025814071,3.258040082,1.749024545,1.279944929,2.215557218,100900,50700,50.24777007,12.68142034,685.422064,4164,2169,2025,174,798,10.69895194,5.573013153,5.203020578,0.447074361,2.050375517
2013,Calarasi,68,84,152,121,16,16,32,26,196074,193551,302655,63.95103335,0.502222002,0.105730948,0.617113947,0.132602997,0.60795295,121079,43209,105521,59114,46859,6638,382420,31.66126249,11.29883374,27.59296062,15.45787354,12.25328173,1.735787877,556005,194883,662008,141098,140096,16114,4.592084507,4.510240922,6.273708551,2.386879589,2.989735163,2.427538415,98800,48200,48.7854251,13.09308773,601.9171146,4965,4051,2811,143,1026,12.98310758,10.59306522,7.350556979,0.373934418,2.682914074
2014,Calarasi,50,82,132,114,11,26,37,30,194011,191862,300094,63.93396736,0.439862177,0.123294701,0.587595549,0.154630408,0.563156878,119109,48856,95164,45125,56962,7714,372930,31.93870163,13.10058188,25.51792562,12.10012603,15.27418014,2.068484702,504459,197272,616521,109410,156822,24659,4.235271894,4.037825446,6.478510781,2.424598338,2.753098557,3.196655432,95800,46200,48.22546973,12.37410622,866.1314655,5009,4093,2836,158,1056,13.43147508,10.97525005,7.604644303,0.423672003,2.831630601
2015,Calarasi,83,84,167,149,19,25,44,38,191163,189937,297244,63.89935541,0.561827993,0.148026537,0.779439536,0.198783237,0.70985453,120803,36361,109463,39527,47896,16753,370803,32.57875476,9.806015593,29.52052707,10.65983824,12.91683185,4.518032486,618397,185239,584339,95973,138587,40306,5.119053335,5.094441847,5.33823301,2.428036532,2.893498413,2.405897451,91800,40900,44.55337691,12.94092358,640.1474824,5100,4122,2880,186,1081,13.75393403,11.11641492,7.766927452,0.501614065,2.915294644
2016,Calarasi,74,125,199,181,35,36,71,64,188318,188159,294278,63.93920035,0.676231319,0.24126846,0.961140199,0.339850678,0.917499779,121533,38469,100669,36528,55077,16700,368976,32.93791466,10.42588136,27.28334634,9.899830883,14.92698712,4.526039634,613625,183652,522785,97921,181163,43388,5.049040178,4.774025839,5.193108107,2.680710688,3.289267752,2.598083832,86800,35600,41.01382488,12.64776962,662.0693624,5223,4153,2926,191,1059,14.15539222,11.25547461,7.930055071,0.517648844,2.870105373
2017,Calarasi,92,147,239,203,43,54,97,75,184891,185750,290560,63.92827643,0.822549559,0.333838106,1.097944194,0.405644407,1.156387665,128280,29720,92159,37530,68869,17228,373786,34.31910237,7.951073609,24.65555157,10.04050446,18.42471361,4.609054379,711818,167799,711259,108473,219456,54886,5.548939819,5.645995962,7.717737823,2.890301092,3.186571607,3.185860228,86500,35800,41.38728324,12.17805428,656.8533901,5262,4205,2988,192,1059,14.0775738,11.24975253,7.99387885,0.513662898,2.833171922
2018,Calarasi,94,140,234,216,34,41,75,64,181615,182717,286321,63.81543792,0.817264539,0.261943762,1.189329075,0.3523938,1.079208301,127279,21684,102302,39037,68126,18751,377179,33.7449858,5.748994509,27.12293102,10.34972785,18.06198118,4.971379637,719600,155011,924439,146290,205987,54919,5.653721352,7.148634938,9.0363727,3.747470349,3.023618002,2.928857128,87000,36100,41.49425287,12.56417812,610.466852,5280,4217,3013,192,1070,13.99865846,11.18036794,7.988249611,0.509042126,2.836849347
2019,Calarasi,117,183,300,260,48,50,98,87,178609,179876,282541,63.66368067,1.061792802,0.346852315,1.455693722,0.487097515,1.408645117,122554,30576,127300,38562,39057,20400,378449,32.38322733,8.079292058,33.63729327,10.18948392,10.32028094,5.390422488,709792,169788,999394,107817,96165,66086,5.791667347,5.552982732,7.850699136,2.795939007,2.462170674,3.239509804,88100,35800,40.63564132,13.5857579,468.4803855,4964,3762,2820,188,1292,13.11669472,9.940573234,7.45146638,0.496764425,3.413934242
2020,Calarasi,97,118,215,179,28,24,52,43,175913,178003,279402,63.70856329,0.769500576,0.186111767,1.017548447,0.244439012,0.955612344,128908,28671,120535,35771,31453,16454,361792,35.63041748,7.924719176,33.31610428,9.88717274,8.693669291,4.547917035,233158,75295,363682,62156,59831,27185,1.808716294,2.626172788,3.01723151,1.737608677,1.902235081,1.65218184,86400,34500,39.93055556,13.86304272,507.2345697,4994,3771,2828,190,1303,13.80351141,10.42311604,7.816646029,0.52516363,3.601516894
2021,Calarasi,121,156,277,233,52,49,101,88,176993,179788,280141,64.17768195,0.988787789,0.360532732,1.316436243,0.497194804,1.349320521,124923,34504,124479,39995,45506,13211,382618,32.64953557,9.017871611,32.53349294,10.45298444,11.89332441,3.452791034,665414,166211,941407,108682,183386,37331,5.326593181,4.817151635,7.562777657,2.717389674,4.029930119,2.825751268,70500,18400,26.09929078,12.39136724,734.4817382,4999,3858,2990,192,1348,13.06525046,10.08316389,7.814582691,0.501805979,3.523096143
2022,Calarasi,182,219,401,349,51,74,125,105,178501,181538,281325,64.52963654,1.425397672,0.444325958,1.955171119,0.588231999,1.869723629,121055,34753,125945,42707,49176,12827,386463,31.3238266,8.992581437,32.58914825,11.05073448,12.72463341,3.319075824,609747,173033,473217,108944,125669,22745,5.036941886,4.97893707,3.757330581,2.550963542,2.55549455,1.773212754,72700,18700,25.7221458,13.45870937,289.9939559,4996,3846,3009,198,1356,12.92749888,9.951793574,7.785997625,0.512338827,3.508744692
2012,Caras-Severin,125,194,319,233,25,9,34,28,199297,134726,293275,45.93845367,1.087716307,0.115932146,1.16910942,0.140493836,1.203648453,12096,545,36044,7170,71,0,55926,21.62858062,0.974502021,64.44945106,12.82051282,0.126953474,0,33182,1414,107718,11857,57,0,2.743220899,2.594495413,2.988514038,1.653695955,0.802816901,,115100,43200,37.53258036,9.829625802,917.5442355,6170,4260,896,77,358,110.3243572,76.17208454,16.02117083,1.376819368,6.401316025
2013,Caras-Severin,170,211,381,303,36,26,62,47,196953,133987,290484,46.12543204,1.311604081,0.213436885,1.538438105,0.238635614,1.525040966,12736,598,30601,6726,392,0,51053,24.9466241,1.171331753,59.93967054,13.1745441,0.767829511,0,37906,1663,111076,11517,384,0,2.976287688,2.780936455,3.629816019,1.712310437,0.979591837,,112200,41200,36.7201426,9.938747199,1066.960893,5841,4225,891,77,332,114.4105146,82.75713474,17.45245137,1.508236538,6.503045854
2014,Caras-Severin,131,162,293,254,38,40,78,67,194126,132682,287657,46.12507257,1.018574205,0.271156273,1.308428546,0.345136664,1.289730478,13896,1002,27178,5824,902,0,48802,28.47424286,2.053194541,55.69034056,11.93393713,1.848284906,0,45977,2795,104738,8559,1168,0,3.308649971,2.789421158,3.853778792,1.469608516,1.294900222,,112100,40300,35.9500446,10.22641488,1188.065857,5830,4225,889,77,329,119.4623171,86.57432072,18.21646654,1.577804188,6.741526987
2015,Caras-Severin,159,200,359,298,108,102,210,184,190663,131480,284443,46.22367223,1.262115784,0.738284999,1.56296712,0.965053524,2.000400783,13098,655,26231,7251,2417,2141,51793,25.28913174,1.264649663,50.64584017,13.99996138,4.666653795,4.13376325,36640,1892,68062,9385,3029,1665,2.797373645,2.888549618,2.594716176,1.294304234,1.253206454,0.777673984,112400,34900,31.04982206,10.38477698,865.4865677,5837,4226,889,77,329,112.6986272,81.5940378,17.16448169,1.48668739,6.352209758
2016,Caras-Severin,223,285,508,438,48,58,106,85,187094,130773,280891,46.55649344,1.808530711,0.377370581,2.341069195,0.454317081,2.185901293,14740,587,28100,6673,3643,1101,54844,26.87623076,1.070308511,51.23623368,12.16723798,6.642476843,2.007512216,58609,2140,119007,15856,11715,2828,3.976187246,3.645655877,4.235124555,2.376142664,3.215756245,2.568574024,108700,30000,27.59889604,9.706586498,1162.242463,7609,9752,3672,77,326,138.7389687,177.8134345,66.95354095,1.403982204,5.944132448
2017,Caras-Severin,239,278,517,417,84,73,157,128,183452,129236,277185,46.62445659,1.865180295,0.566408716,2.273074156,0.697730196,2.431589011,14674,1526,22230,6244,4242,2482,51398,28.54974902,2.96898712,43.25071014,12.14833262,8.253239426,4.828981672,68746,6223,71260,9232,11014,3471,4.68488483,4.077981651,3.205578048,1.478539398,2.596416785,1.398468977,105400,30200,28.65275142,9.806025542,776.7440804,7661,8374,3677,77,327,149.0524923,162.9246274,71.53974863,1.498112767,6.362115257
2018,Caras-Severin,320,380,700,554,81,100,181,148,179878,126750,273309,46.37607982,2.561203619,0.662254079,3.079865242,0.822779884,3.223457698,18428,1040,20487,6340,6669,2171,55135,33.42341525,1.886279133,37.15788519,11.49904779,12.09576494,3.93760769,78005,5183,120209,13816,11059,5376,4.232960712,4.983653846,5.867574559,2.179179811,1.658269606,2.476278213,103300,30500,29.52565344,10.31237036,1037.417729,7661,7590,3677,77,327,138.9498504,137.6621021,66.69084973,1.39657205,5.930896889
2019,Caras-Severin,265,368,633,509,98,87,185,147,177295,125287,270691,46.28413948,2.33845972,0.683436095,2.870921346,0.829126597,3.021895815,18858,1333,19310,4584,2116,2681,48882,38.5786179,2.726975165,39.50329365,9.377685037,4.328791784,5.484636472,82045,4067,97498,7793,5384,6422,4.350673454,3.051012753,5.049093734,1.70004363,2.54442344,2.39537486,103100,30300,29.38894277,10.67171697,901.291744,7371,5267,923,65,236,150.7917025,107.7492738,18.88220613,1.329732826,4.82795303
2020,Caras-Severin,220,265,485,390,50,49,99,78,174726,125675,268297,46.84174627,1.807698185,0.368994063,2.232066207,0.446413241,2.176692248,20454,682,16904,6170,4205,2208,50623,40.40455919,1.347213717,33.39193647,12.18813583,8.306500998,4.361653794,90236,2427,90551,13574,13041,6164,4.411655422,3.558651026,5.35677946,2.2,3.101307967,2.791666667,102300,29200,28.54349951,10.12308378,1037.270787,7697,4751,827,53,232,152.0455129,93.85062126,16.33644786,1.046954941,4.582897102
2021,Caras-Severin,336,391,727,585,89,80,169,136,164332,121819,256554,47.48279115,2.833711421,0.658730716,3.559866611,0.827592922,3.492442137,14449,931,18577,3786,3856,2152,43751,33.02553085,2.127951361,42.46074375,8.653516491,8.813512834,4.918744714,66956,4620,81263,8269,10968,4435,4.633953907,4.962406015,4.374387684,2.184099313,2.84439834,2.060873606,88300,14900,16.87429219,9.525744534,931.5078463,7933,5566,946,41,319,181.3215698,127.2199493,21.62236292,0.937121437,7.291261914
2022,Caras-Severin,435,545,980,796,108,119,227,187,154532,117029,245714,47.62813678,3.988376731,0.923838284,5.151036678,1.21010535,4.912215014,15049,1080,18717,2305,4594,1905,43650,34.47651775,2.474226804,42.87972509,5.280641466,10.52462772,4.364261168,64877,7797,65393,3593,15013,2690,4.311050568,7.219444444,3.493775712,1.558785249,3.267958206,1.412073491,90800,15300,16.85022026,10.23352335,699.0743035,7866,5330,1048,70,289,180.2061856,122.1076747,24.0091638,1.603665521,6.620847652
2012,Cluj,210,293,503,373,164,146,310,283,491678,233589,695584,33.58170976,0.723133367,0.445668676,0.758626581,0.575579953,1.168802043,9372,10576,37126,2123,664,881,60742,15.42919232,17.41134635,61.12080603,3.495110467,1.093148069,1.45039676,26988,22066,97817,3029,1073,1137,2.879641485,2.086422088,2.634730378,1.426754593,1.615963855,1.290578888,332800,74700,22.44591346,8.573215181,769.6369899,5120,4286,1389,65,661,84.29093543,70.56073228,22.86720885,1.070099766,10.88209147
2013,Cluj,208,293,501,391,158,160,318,277,492852,235210,698326,33.68197661,0.717429968,0.45537471,0.793341612,0.56203485,1.172804679,8914,11091,39268,2891,1058,595,63817,13.96806494,17.37938167,61.53219362,4.530140872,1.657865459,0.932353448,31878,29785,135371,6739,3100,827,3.576172313,2.685510775,3.447361719,2.331027326,2.930056711,1.389915966,337800,71100,21.04795737,8.787399967,912.4049419,5118,4286,1389,65,661,80.19806635,67.16078788,21.76536033,1.01853738,10.35774167
2014,Cluj,156,195,351,296,1115,1236,2351,2263,491550,237200,700090,33.88135811,0.50136411,3.358139668,0.602176788,4.603804293,3.859503778,9402,11827,43265,2253,1675,770,69192,13.5882761,17.09301653,62.52890508,3.256156781,2.420800092,1.112845416,38414,38250,218591,5604,5463,1715,4.085726441,3.234125307,5.052374899,2.4873502,3.261492537,2.227272727,343700,69100,20.10474251,9.605052847,818.4206587,5118,4286,1389,65,661,73.9680888,61.94357729,20.0745751,0.939414961,9.553127529
2015,Cluj,209,320,529,443,119,154,273,234,488764,239291,701215,34.12519698,0.754404854,0.389324244,0.906367899,0.478758665,1.143729099,9165,12349,40653,2199,1621,891,66878,13.70405814,18.46496606,60.78680583,3.288076797,2.423816502,1.332276683,39342,36975,132149,4752,4094,1571,4.292635025,2.994169568,3.250658008,2.160982265,2.525601481,1.76318743,345200,59900,17.35225956,9.260444033,844.0434516,5132,4286,1389,65,671,76.73674452,64.0868447,20.76916176,0.971919017,10.03319477
2016,Cluj,302,422,724,604,218,167,385,322,486008,242065,702123,34.47615304,1.031158358,0.548336972,1.242777897,0.662540534,1.579495331,11257,12724,42765,3287,1772,1201,73006,15.41928061,17.42870449,58.5773772,4.502369668,2.427197765,1.645070268,44024,39641,199779,7583,4756,3225,3.910811051,3.115451116,4.671553841,2.306966839,2.683972912,2.685262281,352600,51400,14.57742484,8.634456668,1050.652271,5133,4286,1391,65,674,70.30928965,58.70750349,19.0532285,0.89033778,9.232117908
2017,Cluj,348,435,783,626,281,270,551,475,483512,244830,703800,34.78687127,1.112531969,0.782892867,1.294693824,0.982395473,1.895424837,10745,12439,37739,2597,1071,2371,66962,16.04641438,18.5762074,56.35883038,3.878319047,1.599414593,3.540814193,47819,41018,192241,6748,2472,4336,4.450349,3.297531956,5.093961154,2.598382749,2.308123249,1.828764235,358400,51900,14.48102679,8.652639744,781.9669157,5259,4291,1568,65,689,78.53708073,64.08112064,23.41626594,0.9706998,10.28941788
2018,Cluj,346,492,838,668,324,290,614,540,481470,246636,705893,34.93957299,1.187148761,0.869820214,1.3874177,1.121565207,2.056968974,10852,12997,41926,3740,1397,2696,73608,14.74296272,17.65704815,56.95848277,5.08096946,1.897891534,3.662645365,44843,42946,336034,11749,3879,6110,4.13223369,3.304300993,8.014931069,3.14144385,2.776664281,2.266320475,361300,52400,14.50318295,9.454943091,935.2921548,5264,4295,1566,65,689,71.51396587,58.34963591,21.27486143,0.88305619,9.360395609
2019,Cluj,343,491,834,696,285,340,625,531,479900,247028,708510,34.86584522,1.177118178,0.882132927,1.450302146,1.106480517,2.059251104,11345,12937,41841,5102,1248,2087,74560,15.21593348,17.35112661,56.11722103,6.842811159,1.673819742,2.799087983,47064,42462,255113,15560,3731,3844,4.148435434,3.282213805,6.09720131,3.049784398,2.989583333,1.841878294,369000,51900,14.06504065,9.581030922,780.377653,5260,3810,977,65,485,70.5472103,51.09978541,13.10354077,0.871781116,6.504828326
2020,Cluj,228,308,536,443,173,180,353,313,477779,249233,710367,35.0851039,0.754539555,0.496926237,0.92720693,0.655114603,1.251465792,11621,12926,42239,5548,1173,3126,76633,15.16448527,16.86740699,55.11855206,7.239700912,1.530672165,4.079182598,36158,34327,234627,13837,3330,5888,3.111436193,2.655655268,5.554747982,2.494051911,2.83887468,1.883557262,368800,50100,13.5845987,8.991720824,963.4063598,6573,3550,1326,31,491,85.7724479,46.32469041,17.30325056,0.404525466,6.407161406
2021,Cluj,435,496,931,756,283,300,583,492,461477,260469,696946,37.37290981,1.335828027,0.836506702,1.638218156,1.066141975,2.172334729,11835,8604,41857,5158,1559,1410,70423,16.80558908,12.21759936,59.43654772,7.32431166,2.213765389,2.002186786,54540,33275,242928,13980,4833,3043,4.608365019,3.867387262,5.803760422,2.71035285,3.100064144,2.158156028,346100,24700,7.136665704,8.103779751,930.4652784,6796,3843,1493,27,487,96.50256308,54.57023984,21.20046008,0.38339747,6.915354359
2022,Cluj,583,671,1254,996,299,393,692,571,447473,271362,686043,39.55466348,1.827873763,1.008683129,2.22583262,1.276054645,2.836556892,12084,8374,41446,6334,1851,1642,71731,16.84627288,11.67417156,57.77976049,8.830212879,2.580474272,2.289107917,52649,29838,172859,13515,5535,2926,4.356918239,3.563171722,4.170704049,2.133722766,2.990275527,1.781973203,357000,25000,7.00280112,8.841350724,701.7090923,7483,4489,1678,40,610,104.3203078,62.58103191,23.39295423,0.557638957,8.503994089
2012,Constanta,200,287,487,375,201,131,332,279,479957,214118,684222,31.29364446,0.711757295,0.485222632,0.781319993,0.581302075,1.196979928,179336,71790,58357,111214,7636,147,428480,41.85399552,16.75457431,13.61953883,25.9554705,1.782113518,0.034307319,544984,158724,83426,125186,12906,218,3.03889905,2.2109486,1.429579999,1.125631665,1.690151912,1.482993197,295000,65700,22.27118644,12.87330914,630.7322332,4308,3039,2453,223,833,10.05414488,7.092513069,5.724887976,0.520444361,1.944081404
2013,Constanta,248,320,568,448,108,99,207,182,478595,215660,684475,31.50735966,0.829833084,0.302421564,0.936073298,0.380279777,1.132254648,175762,63171,59752,100068,6983,17,405753,43.31748625,15.56883128,14.72620042,24.66229455,1.72099775,0.004189741,513406,169894,195555,149567,12010,21,2.921029574,2.689430277,3.27277748,1.494653636,1.719891164,1.235294118,295100,62700,21.2470349,12.98702671,547.9684819,4202,3039,2456,223,841,10.35605405,7.489778264,6.05294354,0.549595444,2.072689543
2014,Constanta,171,273,444,381,122,125,247,211,474691,216675,683912,31.68170759,0.649206331,0.361157576,0.802627393,0.444499685,1.010363906,178379,65789,62760,89884,32655,17,429484,41.53332837,15.31814922,14.6128843,20.92836986,7.603310019,0.003958238,584832,200678,224359,164826,70776,18,3.278592211,3.050327562,3.57487253,1.833763517,2.167386311,1.058823529,291600,61400,21.05624143,12.63768806,831.4127086,4188,3104,2463,223,840,9.751236367,7.227277384,5.734788723,0.519227724,1.955835375
2015,Constanta,222,305,527,446,116,110,226,190,468912,217427,682285,31.86747474,0.772404494,0.331239878,0.951137953,0.405193299,1.103644371,177077,60048,59839,95124,38094,385,430567,41.12646812,13.94626156,13.89772091,22.09272889,8.84740354,0.089416978,670293,217714,173192,151939,87667,497,3.785319381,3.625666134,2.894299704,1.597273033,2.301333543,1.290909091,289200,53600,18.53388658,12.79519019,617.0104709,3288,3140,2453,223,825,7.63644218,7.292709381,5.697138889,0.517921717,1.916078102
2016,Constanta,371,481,852,735,113,121,234,191,463002,218314,679782,32.11529579,1.253342983,0.344228003,1.587466145,0.412525216,1.597570986,185598,63921,61521,76854,44509,180,432583,42.90459866,14.77658623,14.2217794,17.7663015,10.28912371,0.041610512,743847,255871,196321,115414,102058,229,4.007839524,4.002925486,3.191121731,1.501730554,2.292974455,1.272222222,286200,46400,16.21243885,12.61768303,597.8181359,3328,3152,2464,226,835,7.693321282,7.286462945,5.696016718,0.522443092,1.930265406
2017,Constanta,371,512,883,750,134,146,280,234,456880,219013,677303,32.33604458,1.303700116,0.41340434,1.641568902,0.512169497,1.717104457,175969,65088,58045,81318,44267,1259,425946,41.31251379,15.28081024,13.62731426,19.0911524,10.39263193,0.295577374,952479,272190,335854,258610,97882,2838,5.412765885,4.181876844,5.786096994,3.180230699,2.211173109,2.254169976,284300,46600,16.39113612,12.13515963,564.4900601,3378,3114,2449,226,859,7.93058275,7.310785874,5.749555108,0.530583689,2.016687561
2018,Constanta,448,615,1063,864,157,189,346,273,451065,219298,675030,32.48714872,1.574744826,0.512569812,1.915466729,0.605234279,2.087314638,179309,64114,56269,79822,44781,594,424889,42.20137495,15.0895881,13.24322352,18.78655366,10.53945854,0.139801219,1017944,305018,457152,296518,102463,1353,5.677037962,4.757432074,8.124402424,3.714740297,2.288090931,2.277777778,284400,47400,16.66666667,12.47508194,615.5507978,3245,3121,2457,215,861,7.637288798,7.34544787,5.782686772,0.506014512,2.026411604
2019,Constanta,418,546,964,789,176,208,384,324,446071,219180,673211,32.55740028,1.431943328,0.570400662,1.768776719,0.726341771,2.00234399,181623,68823,63499,86828,25205,925,426903,42.54432506,16.12146085,14.87433914,20.33904657,5.904151529,0.216676856,862386,302735,357400,230976,53577,1641,4.748220214,4.398747512,5.628435093,2.66015571,2.125649673,1.774054054,287200,47200,16.43454039,13.54300138,402.2710505,3134,3121,2465,216,848,7.341246138,7.310794255,5.774145415,0.50596974,1.986399721
2020,Constanta,323,404,727,626,94,117,211,183,440468,219834,670480,32.78755518,1.084297816,0.314699916,1.421215616,0.415467185,1.398997733,173253,78197,52517,74538,35213,2177,415895,41.65787038,18.80210149,12.62746607,17.92231212,8.466800515,0.523449428,170322,79538,76548,83084,42533,2647,0.983082544,1.017148995,1.457585163,1.114652929,1.207877772,1.215893431,286800,45500,15.86471409,13.58406173,462.2598898,3120,3121,2465,216,848,7.501893507,7.50429796,5.926976761,0.519361858,2.038976184
2021,Constanta,584,662,1246,1042,196,229,425,364,428501,221872,662276,33.50144049,1.88139084,0.64172641,2.431732948,0.84947293,2.52311725,164480,88025,50277,72265,34223,416,409686,40.14782053,21.4859673,12.27208155,17.63911874,8.353470707,0.10154118,836548,416660,263397,246515,101026,737,5.086016537,4.733428003,5.238916403,3.411264097,2.951991351,1.771634615,266200,23300,8.752817431,12.35763943,753.3705976,3451,3121,2325,216,848,8.423524358,7.618029418,5.675077987,0.527233052,2.069877906
2022,Constanta,708,827,1535,1262,219,261,480,381,419272,224088,656635,34.12672185,2.337676182,0.730999718,3.009979202,0.908717968,3.068675901,162688,80374,58922,74005,37309,811,414109,39.28627487,19.40889959,14.22862097,17.87089872,9.009463692,0.195842157,811647,383403,223205,176232,90544,1320,4.988978904,4.770236644,3.788143648,2.381352611,2.426867512,1.627620222,273600,23900,8.735380117,13.1747225,315.453109,3497,3126,2325,219,851,8.444636557,7.548737168,5.614463825,0.52884627,2.055014501
2012,Covasna,32,41,73,56,25,11,36,32,141036,109205,209396,52.15238113,0.34862175,0.171923055,0.397061743,0.226892425,0.520544805,17279,7420,5577,0,145,62,30483,56.68405341,24.34143621,18.29544336,0,0.475674966,0.203392055,44498,17361,15848,0,336,105,2.575264772,2.339757412,2.841671149,,2.317241379,1.693548387,84400,24400,28.90995261,7.596679688,693.2394229,3844,3075,1024,248,310,126.1030738,100.875898,33.59249418,8.135682184,10.16960273
2013,Covasna,37,62,99,87,12,12,24,19,140511,109303,208846,52.33664997,0.474033498,0.114917212,0.619168606,0.13522073,0.58895071,20016,5580,7276,0,1282,9,34163,58.58970231,16.33346018,21.29789538,0,3.75259784,0.026344291,60231,14638,36529,0,2935,14,3.009142686,2.623297491,5.020478285,,2.289391576,1.555555556,83200,23200,27.88461538,7.597218175,703.7135766,3837,3066,773,248,304,112.3144923,89.74621667,22.62681849,7.259315634,8.898515938
2014,Covasna,21,44,65,57,15,14,29,24,139557,109317,208155,52.51711465,0.312267301,0.139319257,0.408435263,0.171972742,0.451586558,19805,5667,7039,40,1701,6,34258,57.81131415,16.54212155,20.54702551,0.116761049,4.965263588,0.017514157,65135,12692,38695,98,4714,11,3.288815956,2.239632963,5.49722972,2.45,2.771310994,1.833333333,83000,23100,27.8313253,7.84055353,902.0988905,3830,3066,773,248,277,111.798704,89.49734369,22.56407263,7.239185008,8.08570261
2015,Covasna,37,43,80,66,17,17,34,28,138033,108896,207021,52.60142691,0.386434226,0.164234546,0.47814653,0.202850043,0.550668773,19523,5785,6915,7,1529,208,33967,57.47637413,17.0312362,20.35799452,0.020608237,4.501427856,0.612359054,62464,12338,27466,10,3716,402,3.199508272,2.132757131,3.971945047,1.428571429,2.430346632,1.932692308,83200,20200,24.27884615,7.999987202,722.151824,3832,3066,773,248,279,112.8153796,90.26407984,22.75738217,7.30120411,8.213854624
2016,Covasna,55,58,113,93,20,26,46,38,136266,108483,205705,52.73717216,0.549330352,0.223621205,0.682488662,0.278866335,0.772951557,20526,6136,7500,6,2282,562,37012,55.4576894,16.578407,20.26369826,0.016210959,6.165567924,1.518426456,69768,14837,30965,11,6852,1439,3.399006139,2.418024772,4.128666667,1.833333333,3.002629273,2.560498221,81800,17500,21.39364303,7.499413767,938.0629307,3764,3066,883,38,280,101.696747,82.83799849,23.85712742,1.026694045,7.565114017
2017,Covasna,46,42,88,73,27,25,52,40,134406,107983,204309,52.85278671,0.430720135,0.254516443,0.543130515,0.297605762,0.685236578,24221,6070,11152,390,2227,710,44770,54.10096046,13.55818629,24.90953764,0.871119053,4.974313156,1.585883404,109861,20358,62490,982,5711,1247,4.535774741,3.353871499,5.603479197,2.517948718,2.564436462,1.756338028,82400,17700,21.48058252,7.217642507,802.2388694,3759,3066,883,38,271,83.96247487,68.48335939,19.72302881,0.848782667,6.053160599
2018,Covasna,50,58,108,92,23,29,52,39,132638,107311,202886,52.89226462,0.532318642,0.256301568,0.693617214,0.294033384,0.78862021,24184,6104,11130,386,2211,635,44650,54.16349384,13.67077268,24.92721165,0.86450168,4.951847704,1.422172452,99463,20448,76113,896,5554,1122,4.112760503,3.349934469,6.838544474,2.321243523,2.511985527,1.766929134,82300,18100,21.9927096,7.837973318,788.9605995,3779,3083,895,38,273,84.63605823,69.0481523,20.04479283,0.85106383,6.114221725
2019,Covasna,55,65,120,103,30,26,56,45,131276,106589,201910,52.79035214,0.594324204,0.277351295,0.784606478,0.342789238,0.871675499,23880,5959,11147,416,2136,661,44199,54.02837168,13.48220548,25.2200276,0.941197765,4.832688522,1.495508948,96376,18380,69610,973,5022,929,4.035845896,3.084410136,6.244729524,2.338942308,2.351123596,1.405446293,82900,17900,21.59227986,8.332831598,725.8486089,4089,3155,947,38,275,92.51340528,71.38170547,21.42582411,0.859747958,6.221860223
