an,judet,emig_masc_nr,emig_fem_nr,emigranti_total_nr,emig_15_64_nr,imig_masc_nr,imig_fem_nr,imigranti_total_nr,imigranti_15_64_nr,populatie_15_64,populatie_rurala,populatie_totala,pondere_rurala,rata_emig_def,rata_imig_def,rata_emig_15_64,rata_imig_15_64,intensitate_migratie,sup_grau_ha,sup_orz_orzoaica_ha,sup_porumb_boabe_ha,sup_floarea_soarelui_ha,sup_rapita_ha,sup_soia_boabe_ha,sup_totala_cultivata_ha,pondere_grau,pondere_orz_orzoaica,pondere_porumb_boabe,pondere_floarea_soarelui,pondere_rapita,pondere_soia_boabe,prod_grau_tone,prod_orz_orzoaica_tone,prod_porumb_boabe_tone,prod_floarea_soarelui_tone,prod_rapita_tone,prod_soia_boabe_tone,yield_grau,yield_orz_orzoaica,yield_porumb_boabe,yield_floarea_soarelui,yield_rapita,yield_soia_boabe,ocupati_total_nr,ocupati_agri_nr,pondere_ocupati_agri,temperatura_medie_anuala_C,precipitatii_anuale_mm,tractoare_nr,pluguri_nr,semanatori_mecanice_nr,masini_stropit_prafuit_mecanice_nr,combine_cereale_nr,tractoare_1000ha,pluguri_1000ha,semanatori_1000ha,masini_stropit_1000ha,combine_1000ha
2012,Alba,143,144,287,222,43,33,76,66,229739,142659,340544,41.89150301,0.842769216,0.223172336,0.966313948,0.287282525,1.065941552,13730,5511,42421,1683,454,304,64103,21.41865435,8.59710154,66.17631,2.625462147,0.708235184,0.474236775,35078,8391,83907,2516,455,188,2.554843409,1.522591181,1.97795903,1.494949495,1.002202643,0.618421053,163400,49500,30.29375765,8.933328869,763.6737988,3655,3115,1560,177,574,57.01761228,48.59366956,24.33583452,2.761181224,8.95433911
2013,Alba,104,158,262,224,53,41,94,83,228148,141724,338669,41.84734948,0.773616717,0.277557143,0.981818819,0.363798938,1.05117386,16462,4788,37187,3288,1242,141,63108,26.08544083,7.586993725,58.92596818,5.210115992,1.968054763,0.223426507,58744,12916,153390,2099,2756,184,3.568460697,2.697577277,4.124828569,0.638381995,2.21900161,1.304964539,163300,47100,28.84262094,8.863475614,960.1238063,4105,3407,1560,177,597,65.04722064,53.98681625,24.71952843,2.804715725,9.459973379
2014,Alba,77,84,161,141,50,44,94,83,226300,140715,336867,41.77167844,0.477933428,0.279041877,0.623066726,0.366769775,0.756975305,16275,5102,40020,2637,2210,76,66320,24.54010856,7.693003619,60.3437877,3.976176116,3.332328106,0.114595899,69786,14388,244709,6630,4953,218,4.287926267,2.820070561,6.114667666,2.514220705,2.241176471,2.868421053,159600,45300,28.38345865,9.63422579,875.3168531,4113,3407,1560,177,598,62.01749095,51.3721351,23.52231604,2.668878166,9.016887817
2015,Alba,84,109,193,175,61,45,106,88,223799,139592,334800,41.69414576,0.57646356,0.31660693,0.781951662,0.393209979,0.89307049,16722,4881,43053,3904,1272,319,70151,23.83715129,6.957848071,61.37189776,5.565138059,1.813231458,0.454733361,66879,13869,209365,8433,2938,568,3.999461787,2.841425937,4.862959608,2.160092213,2.309748428,1.780564263,159200,39800,25,9.352633282,889.7366828,4181,3448,1584,177,620,59.6000057,49.15111688,22.57986344,2.52312868,8.838077861
2016,Alba,127,161,288,268,47,72,119,105,220597,138656,332327,41.72276102,0.866616315,0.358081047,1.214885062,0.475981088,1.224697361,16472,4844,40053,3611,1281,498,66759,24.67382675,7.255950509,59.99640498,5.409008523,1.918842403,0.745966836,68362,15345,237726,8853,3839,1461,4.150194269,3.167836499,5.935285746,2.451675436,2.99687744,2.93373494,159900,34400,21.5134459,8.720793196,1121.871581,4227,3448,1584,177,633,63.31730553,51.64846687,23.72713791,2.651327911,9.481867613
2017,Alba,121,193,314,264,65,56,121,105,217023,137272,329713,41.63378453,0.952343402,0.366985833,1.216460928,0.483819687,1.319329235,14773,4453,44816,4680,1290,1214,71226,20.74102154,6.251930475,62.92084351,6.570634319,1.811136383,1.704433774,66201,14606,268119,11830,3269,2035,4.481215731,3.280035931,5.982662442,2.527777778,2.534108527,1.676276771,162100,35000,21.59161012,8.747192383,816.4294184,4316,3448,1615,177,634,60.59584983,48.40928874,22.67430433,2.485047595,8.901243928
2018,Alba,184,212,396,340,61,71,132,112,213437,135390,326967,41.4078485,1.211131399,0.403710466,1.592975913,0.524745007,1.614841865,16565,4568,43999,5729,2565,401,73827,22.43759058,6.1874382,59.59743725,7.760033592,3.474338657,0.543161716,76653,15073,326064,14965,6931,1677,4.627407184,3.29969352,7.41071388,2.612148717,2.70214425,4.182044888,162500,35100,21.6,9.483492064,1033.067861,4276,3448,1615,177,639,57.91918946,46.70378046,21.87546562,2.397496851,8.655369987
2019,Alba,183,191,374,316,60,78,138,119,210356,133630,324871,41.13324981,1.151226179,0.424783991,1.502215292,0.565707657,1.57601017,15483,4359,43142,7573,883,575,72015,21.49968757,6.052905645,59.90696383,10.51586475,1.226133444,0.798444768,66505,13309,252750,21723,2130,1253,4.295356197,3.053223216,5.858560104,2.868480127,2.412231031,2.179130435,163300,34800,21.31047152,9.709572209,845.2239256,4198,3459,1626,177,644,58.29341109,48.03166007,22.57862945,2.457821287,8.942581407
2020,Alba,117,150,267,235,30,47,77,62,207208,132538,322730,41.06776562,0.827316952,0.238589533,1.134126096,0.299216246,1.065906485,15404,4187,43494,6715,1373,852,72025,21.3870184,5.813259285,60.3873655,9.323151683,1.906282541,1.182922596,50498,10113,280910,16233,3452,1907,3.278239418,2.415333174,6.45859199,2.417423678,2.514202476,2.238262911,162800,33500,20.57739558,9.267863746,980.2670288,4165,3473,1641,181,645,57.82714335,48.21936827,22.78375564,2.513016314,8.955223881
2021,Alba,208,236,444,372,91,78,169,132,207410,134576,323558,41.59254291,1.37224238,0.522317482,1.793549009,0.636420616,1.894559863,12566,2396,44266,7683,2407,1343,70661,17.78350151,3.390837945,62.6455895,10.87304171,3.406405231,1.900624107,61238,9199,277063,19233,6767,3398,4.873308929,3.839315526,6.259047576,2.503319016,2.811383465,2.530156366,145700,17200,11.80507893,8.353868799,966.8608686,4191,3483,1652,181,619,59.31135987,49.29168848,23.37923324,2.56152616,8.760136426
2022,Alba,268,305,573,497,103,112,215,187,208876,136528,325873,41.89607608,1.758353714,0.659766228,2.379402133,0.895268006,2.418119942,13063,2315,43823,7636,2434,960,70231,18.60004841,3.296265182,62.39837109,10.87269155,3.465706027,1.366917743,58894,8668,167494,18118,7379,1412,4.508459006,3.744276458,3.822056911,2.372708224,3.031635168,1.470833333,151900,17400,11.45490454,9.067242965,762.1736532,4195,3480,1658,180,627,59.73145762,49.55076818,23.60780852,2.562970768,8.927681508
2012,Arad,214,247,461,328,74,52,126,107,294460,191746,430196,44.57177659,1.071604571,0.292889753,1.113903416,0.363377029,1.364494324,58153,4832,120113,35818,1014,2428,222358,26.1528706,2.173072253,54.0178451,16.10825785,0.456021371,1.091932829,218149,16442,397383,57913,1780,3250,3.751294,3.402731788,3.308409581,1.616868614,1.755424063,1.338550247,206200,47500,23.03588749,11.57309341,714.912133,7204,5426,2779,83,1302,32.3982047,24.40209032,12.49786381,0.373271931,5.855422337
2013,Arad,166,207,373,291,56,50,106,87,292942,191473,428901,44.64270309,0.869664561,0.24714328,0.993370701,0.296987117,1.116807841,62602,11257,115148,37905,9957,1076,237945,26.30944126,4.730925214,48.39269579,15.93015193,4.18458047,0.452205342,279840,39047,465215,76784,26750,2033,4.470144724,3.468686151,4.040148331,2.025695818,2.686552174,1.889405204,210400,45400,21.57794677,11.66089249,889.6271763,7325,5136,2833,106,1259,30.78442497,21.58482002,11.90611276,0.445481099,5.291138709
2014,Arad,112,174,286,246,65,59,124,113,290809,191068,427351,44.70985209,0.669239103,0.290159611,0.845916048,0.388571193,0.959398714,75440,12341,120592,38589,14685,2580,264227,28.55120786,4.670605199,45.63954479,14.60448781,5.557721202,0.976433143,318475,44563,636061,109290,43936,5895,4.221566808,3.610971558,5.274487528,2.832154241,2.991896493,2.284883721,212100,44700,21.07496464,12.22908401,843.0182651,7388,5242,2878,106,1307,27.96080643,19.83900207,10.89214955,0.401170206,4.946504332
2015,Arad,150,228,378,325,61,83,144,119,288109,190417,425393,44.76260775,0.88859008,0.338510507,1.128045288,0.413038121,1.227100587,75171,11395,125671,35801,12795,3282,264115,28.46146565,4.314408496,47.58192454,13.55508017,4.844480624,1.242640516,323487,38052,451140,77493,36918,6622,4.303348366,3.339359368,3.589849687,2.164548476,2.885345838,2.017672151,210800,39300,18.64326376,12.09203911,699.0032461,7458,5284,2902,106,2075,28.23769949,20.00643659,10.98763796,0.401340325,7.856426178
2016,Arad,227,334,561,481,95,106,201,167,285065,189952,423111,44.89412944,1.325893205,0.475052646,1.687334468,0.585831302,1.800945851,82680,13390,120283,43924,25241,4007,289525,28.55711942,4.62481651,41.54494431,15.17105604,8.718072705,1.38399102,407658,49228,649972,122673,77982,9543,4.930551524,3.676474981,5.403689632,2.792846735,3.089497247,2.381582231,211300,34300,16.2328443,11.2958374,982.5069079,7475,5300,2910,107,2094,25.81815042,18.30584578,10.05094551,0.369570849,7.23253605
2017,Arad,241,311,552,463,106,107,213,178,281871,189031,420638,44.93911629,1.31229228,0.506373651,1.642595372,0.631494549,1.818665931,64058,12509,112660,39395,24705,5540,258867,24.74552569,4.832211135,43.52041782,15.21823948,9.54351076,2.140095107,340468,49477,679415,119415,71253,9326,5.314995785,3.955312175,6.030667495,3.031222236,2.884153005,1.683393502,210200,34700,16.50808754,11.43174934,662.2697565,7510,5311,2915,107,2104,29.01103656,20.51632692,11.26060873,0.413339669,8.127725821
2018,Arad,263,327,590,480,98,100,198,154,278819,187593,418298,44.84673606,1.410477698,0.473346753,1.721546953,0.552329648,1.883824451,72691,11771,112360,41259,27057,5080,270218,26.90087263,4.356112472,41.58124181,15.26878298,10.01302652,1.879963585,390963,51023,841249,126980,90453,12873,5.378423739,4.33463597,7.487086152,3.077631547,3.343053554,2.534055118,211300,35000,16.56412683,12.27798462,789.9546383,7551,5319,2918,107,2106,27.94410439,19.68410691,10.79868847,0.395976582,7.793707303
2019,Arad,228,330,558,470,101,121,222,174,275909,186618,416693,44.78548956,1.339115368,0.532766329,1.703460199,0.630642712,1.871881697,132341,11780,198249,85750,24943,9099,462162,28.63519718,2.548889783,42.89599751,18.55410008,5.397025286,1.968790164,686119,44491,1410102,299706,71162,22249,5.184477977,3.776825127,7.11278241,3.495113703,2.852984805,2.44521376,209300,35100,16.77018634,12.44026375,737.7360055,7581,5331,2921,107,2107,16.40333909,11.53491633,6.320294615,0.231520549,4.559007448
2020,Arad,270,287,557,446,63,61,124,94,272505,186557,414570,45.00012061,1.343560798,0.299105097,1.636667217,0.344947799,1.642665895,70668,11657,111386,40521,34334,7184,275750,25.6275612,4.227379873,40.393835,14.69483228,12.45113327,2.605258386,263001,44786,613532,98346,89847,14852,3.721642044,3.841983358,5.50816081,2.427037832,2.6168521,2.067371938,205100,33700,16.43100926,11.77550125,818.9293917,7621,5182,2410,166,1008,27.63735267,18.79238441,8.739800544,0.60199456,3.655485041
2021,Arad,362,426,788,644,131,141,272,196,267925,187514,411752,45.54051954,1.913773339,0.660591813,2.40365774,0.731548008,2.574365152,82391,8219,90592,24492,23212,5597,234503,35.13430532,3.504859213,38.63148872,10.44421607,9.898380831,2.38674985,416414,36393,471629,60197,69426,13510,5.054119989,4.427910938,5.206077799,2.457822963,2.990952955,2.413793103,187100,18100,9.673971138,11.20501709,813.9458009,7676,5174,2477,145,1054,32.73305672,22.06368362,10.56276466,0.618328977,4.494612009
2022,Arad,531,591,1122,911,140,175,315,242,264693,188633,410470,45.95536824,2.733451897,0.767412966,3.441723053,0.914266717,3.500864862,82267,9528,80201,22002,16184,2884,213066,38.61104071,4.471853792,37.64138811,10.32637774,7.595768447,1.353571194,362768,39707,227256,34574,41859,3964,4.409641776,4.167401343,2.833580629,1.5714026,2.586443401,1.374479889,192200,18300,9.521331946,11.94516373,562.663353,7732,5206,2510,131,1095,36.28922493,24.43374353,11.7803873,0.614832963,5.139252626
2012,Arges,96,118,214,170,39,29,68,61,420743,328932,608961,54.01528177,0.351418235,0.111665607,0.404047126,0.144981616,0.463083843,66962,2754,65983,15737,1392,108,152936,43.78432808,1.800753256,43.14419103,10.2899252,0.910184652,0.070617775,209675,6001,148937,20186,2049,131,3.131253547,2.179012346,2.257202613,1.282709538,1.471982759,1.212962963,249400,71800,28.78909383,9.367703996,809.8582885,4687,3678,1401,175,506,30.64680651,24.04927551,9.16069467,1.144269498,3.308573521
2013,Arges,87,121,208,167,42,42,84,70,417314,327226,605523,54.04022638,0.343504706,0.138723054,0.400178283,0.1677394,0.48222776,46399,4040,54836,13641,4559,0,123475,37.5776473,3.271917392,44.41060944,11.04758048,3.692245394,0,145712,13006,247531,27486,9272,0,3.140412509,3.219306931,4.514023634,2.014954915,2.033779338,,246800,68000,27.55267423,9.250959288,875.0642952,4907,3749,1420,160,538,39.74083823,30.36242154,11.50030371,1.295808868,4.357157319
2014,Arges,79,96,175,152,25,55,80,70,413227,325569,602278,54.05626638,0.290563494,0.132829026,0.367836564,0.169398418,0.42339252,45159,4181,54877,12325,5962,16,122520,36.85847209,3.412504081,44.79023833,10.05958211,4.866144303,0.013059092,127911,11882,208202,22242,11044,40,2.832458646,2.841903851,3.793975618,1.804624746,1.852398524,2.5,243800,65500,26.86628384,9.284967386,1039.483178,4561,6181,1701,238,650,37.22657525,50.4489063,13.8834476,1.942539993,5.305256285
2015,Arges,104,146,250,228,45,54,99,86,407635,323429,598137,54.07272916,0.417964446,0.165513921,0.559323905,0.210973052,0.583478367,47185,3979,53931,12171,6247,301,123814,38.10958373,3.213691505,43.55807905,9.830067682,5.045471433,0.243106595,125995,9733,161960,19133,9178,334,2.670234185,2.446091983,3.003096549,1.572015447,1.469185209,1.109634551,243500,57000,23.40862423,9.598097315,854.813726,4732,6198,1710,241,667,38.21861825,50.05895941,13.81103914,1.946468089,5.387112927
2016,Arges,149,218,367,319,58,65,123,107,401406,321295,593239,54.15945344,0.618637682,0.207336335,0.794706606,0.266563031,0.825974017,47474,2922,53489,12449,5933,757,123024,38.58921836,2.375146313,43.47850826,10.11916374,4.822636234,0.615327091,136318,8576,161367,17226,11120,675,2.871424359,2.934976044,3.016825889,1.3837256,1.874262599,0.891677675,244600,48800,19.95094031,9.096265109,963.9255215,4935,6086,2555,275,727,40.11412407,49.47002211,20.76830537,2.235336195,5.909416049
2017,Arges,134,226,360,312,65,85,150,132,394954,318450,588218,54.13809166,0.612017993,0.255007497,0.789965414,0.334216137,0.867025491,44721,4035,56037,12653,5293,495,123234,36.28949803,3.274258727,45.47202882,10.26745866,4.295080903,0.401674862,188726,15221,304315,34204,13721,649,4.22007558,3.772242875,5.430608348,2.703232435,2.592291706,1.311111111,249700,49400,19.78374049,8.927038805,898.8075429,5191,6098,2575,279,735,42.12311537,49.4830972,20.89520749,2.263985588,5.964263109
2018,Arges,156,250,406,353,58,79,137,119,388217,314764,582905,53.99919369,0.696511438,0.235029722,0.909285271,0.306529596,0.93154116,42367,3757,57801,12691,5856,224,122696,34.53005803,3.062039512,47.10911521,10.34345048,4.772771728,0.182565039,149807,15541,436907,34794,9147,363,3.535935988,4.136545116,7.558813861,2.741627925,1.561987705,1.620535714,251200,49800,19.82484076,9.279315301,934.8884763,5757,6211,2579,286,774,46.92084502,50.62104714,21.01943014,2.330964335,6.308274108
2019,Arges,182,254,436,364,78,81,159,138,381369,310973,577658,53.83341008,0.754771855,0.275249369,0.954456183,0.361854267,1.030021224,48828,3024,54653,20718,2755,148,130126,37.52363094,2.323901449,42.00006148,15.92149148,2.117178734,0.113735917,205061,12811,267646,52506,5927,233,4.199660031,4.236441799,4.897187712,2.534317984,2.151361162,1.574324324,251100,49300,19.63361211,9.895587273,833.3631094,6495,3920,1865,315,704,49.91316109,30.12464842,14.33226258,2.420730676,5.41014094
2020,Arges,149,199,348,293,45,60,105,86,374428,308055,571626,53.89100566,0.608789663,0.183686536,0.782526948,0.229683678,0.792476199,48442,2825,54792,20195,1624,189,128067,37.82551321,2.205876611,42.78385533,15.76908962,1.268086236,0.147579002,145592,7092,154880,41022,4181,312,3.005491103,2.510442478,2.826690028,2.031294875,2.574507389,1.650793651,246000,47400,19.26829268,9.888934441,876.0446043,6495,3920,1865,315,704,50.71564103,30.60897811,14.56268984,2.459650027,5.4971226
2021,Arges,205,286,491,409,68,90,158,130,369803,308222,567475,54.31463941,0.865236354,0.278426362,1.105994273,0.351538522,1.143662716,49348,2488,51228,24618,3592,70,131344,37.57156779,1.894262395,39.00292362,18.74314776,2.734803265,0.053295164,221375,8004,201452,46947,10984,122,4.485997406,3.217041801,3.932458812,1.907019254,3.057906459,1.742857143,218600,23400,10.70448307,8.742061399,953.7228314,6138,3900,1880,315,468,46.7322451,29.69301986,14.31355829,2.398282373,3.563162383
2022,Arges,313,387,700,570,77,85,162,132,367848,309126,566422,54.57521071,1.235827704,0.28600584,1.549553076,0.35884387,1.521833545,50397,1948,51946,24950,6113,16,135370,37.22907587,1.439018985,38.37334712,18.43096698,4.515771589,0.011819458,190039,5594,185339,57192,16262,9,3.770839534,2.871663244,3.567916683,2.292264529,2.660232292,0.5625,225400,23700,10.51464064,9.49673865,617.143777,6170,3905,1880,325,488,45.57878407,28.84686415,13.88786289,2.400827362,3.604934624
2012,Bacau,181,257,438,326,453,306,759,696,401352,347013,612186,56.68424302,0.715468828,1.239819271,0.81225458,1.734138611,1.955288099,16535,2639,80119,6802,1780,144,108019,15.3074922,2.443088716,74.17121062,6.297040335,1.647858247,0.133309881,39599,5589,210597,10152,2957,175,2.394859389,2.11784767,2.628552528,1.492502205,1.661235955,1.215277778,213300,69100,32.39568683,8.81048584,667.0289434,3162,2623,1180,32,300,29.27262796,24.28276507,10.92400411,0.296244179,2.777289181
2013,Bacau,177,302,479,364,480,423,903,861,399562,345684,608508,56.80845609,0.787171245,1.483957483,0.910997542,2.154859571,2.271128728,14922,2914,83550,9048,2209,4,112647,13.24669099,2.586842082,74.16975152,8.032171296,1.960993191,0.003550916,48959,6156,411324,17429,3935,8,3.280994505,2.112560055,4.923087971,1.926282051,1.781349027,2,208300,65400,31.39702352,8.823332013,732.0258935,3328,2607,1329,34,298,29.54361856,23.14309303,11.79791739,0.301827834,2.645432191
2014,Bacau,181,253,434,375,1326,1014,2340,2287,396531,344444,605815,56.85630102,0.716390317,3.862565305,0.945701597,5.767518807,4.578955622,14024,2786,80462,6382,2611,26,106291,13.1939675,2.621106208,75.69972999,6.004271293,2.456463859,0.024461149,43672,7831,416092,13913,5075,56,3.114090131,2.810839914,5.171285824,2.180037606,1.943699732,2.153846154,204200,63000,30.85210578,8.765987756,916.1625989,3605,2689,1344,29,304,33.91632405,25.29847306,12.64453246,0.272835894,2.860072819
2015,Bacau,251,341,592,502,706,516,1222,1114,392110,342749,602668,56.87194276,0.982298712,2.027650381,1.28025299,2.841039504,3.009949093,14134,3114,85310,6347,2108,218,111231,12.70688927,2.799579254,76.69624475,5.706143072,1.895155128,0.195988528,44756,6648,282050,11076,4214,287,3.166548748,2.134874759,3.30617747,1.745076414,1.999051233,1.316513761,201200,54600,27.13717694,9.503111641,639.1886278,3641,2694,1352,29,311,32.73368036,24.21986676,12.15488488,0.260718685,2.795983134
2016,Bacau,375,481,856,734,600,475,1075,990,386881,340608,598146,56.94395683,1.431088731,1.797220077,1.897224211,2.558926388,3.228308808,15298,3322,86774,9970,3592,490,119446,12.80746111,2.781173082,72.6470539,8.346868041,3.00721665,0.410227216,54851,8074,363079,15640,7591,670,3.585501373,2.430463576,4.184191117,1.568706118,2.11330735,1.367346939,196800,46600,23.67886179,9.12637617,901.1112847,3674,2714,1358,29,319,30.75866919,22.72156456,11.36915426,0.242787536,2.670662894
2017,Bacau,359,521,880,752,1345,1037,2382,2042,381493,337871,593393,56.93882469,1.482996935,4.014203066,1.971202617,5.352653915,5.497200001,15374,3299,79163,9527,4748,632,112743,13.63632332,2.926124017,70.21544575,8.45019203,4.211347933,0.560566953,66038,8979,421313,26954,10674,1166,4.295433849,2.721733859,5.322094918,2.829222211,2.248104465,1.844936709,197700,47000,23.77339403,8.816443677,697.7115737,4253,3343,1248,23,333,37.72296284,29.6515083,11.06942338,0.204003796,2.95362018
2018,Bacau,498,564,1062,868,1137,827,1964,1682,376165,334499,588401,56.84881569,1.804891562,3.337859725,2.307498039,4.471442053,5.142751287,15762,3298,78333,10074,4926,711,113104,13.93584665,2.91590041,69.25749752,8.906846796,4.355283633,0.628624982,70425,9333,572482,27792,9613,1604,4.468024362,2.829896907,7.30831195,2.758784991,1.951481933,2.255977496,199400,47600,23.87161484,8.914294549,749.1565528,4618,3417,1288,11,401,40.82967888,30.21113312,11.38774933,0.097255623,3.545409535
2019,Bacau,536,636,1172,986,845,763,1608,1302,371387,331162,584119,56.69426949,2.006440468,2.752863714,2.654912531,3.505776993,4.759304183,15371,3477,79968,16875,4141,751,120583,12.74723634,2.883491039,66.31780599,13.99451001,3.434149092,0.622807527,59109,9057,472844,47328,7222,1510,3.845488257,2.604831752,5.912915166,2.804622222,1.744023183,2.010652463,202200,47000,23.24431256,9.59778523,682.8555662,4844,3168,1335,10,407,40.17150013,26.27236012,11.07121236,0.08293043,3.375268487
2020,Bacau,342,440,782,652,345,309,654,540,366318,328696,579693,56.70173695,1.348989896,1.128183366,1.779874317,1.474129035,2.477173262,17272,3552,80266,17317,3837,1813,124057,13.92263234,2.863199981,64.70090362,13.95890599,3.092933087,1.46142499,58177,5024,330964,32904,7466,2791,3.368283928,1.414414414,4.123339895,1.900098169,1.945790983,1.539437397,203500,45200,22.21130221,9.895081718,668.2190169,5033,3123,1411,10,405,40.57006054,25.17391199,11.37380398,0.080608108,3.264628356
2021,Bacau,633,750,1383,1139,535,454,989,779,371808,338080,588158,57.48115302,2.351408975,1.681520952,3.063409071,2.095167398,4.032929927,22372,2391,77977,18954,3175,1074,125943,17.76359147,1.898477883,61.91451688,15.04966532,2.520981714,0.852766728,97889,6464,410146,46301,7017,2508,4.375514035,2.703471351,5.259833028,2.442808906,2.21007874,2.335195531,178600,22300,12.48600224,8.487097398,736.4337268,5372,3244,1458,19,448,42.65421659,25.75768403,11.57666563,0.150861898,3.557164749
2022,Bacau,1096,1170,2266,1864,649,601,1250,1041,379115,348140,598570,58.16195265,3.785689226,2.088310473,4.916713926,2.745868668,5.873999699,21113,2407,77696,16891,3142,676,121925,17.31638302,1.974164445,63.72442075,13.85359852,2.576994054,0.554439204,53507,6049,247433,28184,6518,1110,2.534315351,2.51308683,3.184629839,1.668580901,2.074474857,1.642011834,184500,22700,12.30352304,9.407925588,491.9825326,5400,3305,1456,19,460,44.28952225,27.10682797,11.94176748,0.155833504,3.772811154
2012,Bihor,121,142,263,194,99,47,146,124,394248,291860,575556,50.70922725,0.456949454,0.253667758,0.492076054,0.314522838,0.710617212,58341,11291,82108,22215,1874,3512,179341,32.53076541,6.295827502,45.78317284,12.38701691,1.044936741,1.958280594,171839,27658,230543,24120,1774,5856,2.945424316,2.449561598,2.807801919,1.08575287,0.946638207,1.667425968,268300,88700,33.06000745,10.68743795,732.2885444,10063,7970,3636,166,1483,56.1109841,44.44047931,20.27422619,0.925610987,8.269163214
2013,Bihor,126,133,259,203,57,66,123,112,393260,291595,574566,50.75047949,0.45077502,0.214074623,0.516197935,0.284798861,0.664849643,61099,18167,76601,24848,4168,2065,186948,32.68235017,9.717675503,40.97449558,13.29139654,2.229496972,1.104585232,243403,60873,366222,45285,8212,4078,3.983747688,3.350745858,4.780903644,1.822480683,1.97024952,1.974818402,266400,84300,31.64414414,10.70379028,905.1544377,10675,7882,3636,190,1639,57.10143997,42.16145666,19.44925862,1.016325395,8.767143805
2014,Bihor,84,92,176,153,51,55,106,94,391442,291122,572968,50.80946929,0.307172477,0.185001606,0.390862503,0.240137747,0.492174083,65484,15906,80381,25634,5435,2114,194954,33.58946213,8.158847728,41.23075187,13.14874278,2.787837131,1.084358361,246371,63499,343735,51339,11666,4460,3.76230835,3.99214133,4.276321519,2.002769759,2.146458142,2.10974456,264800,81800,30.89123867,11.53424479,844.003561,9776,8036,3636,263,1759,50.14516245,41.2199801,18.65055346,1.349036183,9.022641238
2015,Bihor,92,134,226,190,73,59,132,111,388253,290431,570620,50.89744488,0.396060426,0.231327328,0.489371621,0.285896052,0.627387754,87981,18836,94696,21613,4516,2640,230282,38.20576511,8.179536395,41.12175507,9.385449145,1.961073814,1.146420476,332807,65033,294172,33861,8667,5376,3.78271445,3.452590784,3.10648813,1.56669597,1.919176262,2.036363636,262800,71200,27.09284627,11.12762655,765.6841462,9887,8044,3649,265,1763,42.93431532,34.9310845,15.84578908,1.150762978,7.655830677
2016,Bihor,170,199,369,323,91,61,152,126,384119,290425,567778,51.15115415,0.649901898,0.267710267,0.840885246,0.328023347,0.917612165,81905,21067,95872,26990,5549,3185,234568,34.91738003,8.981190955,40.87173016,11.50625831,2.36562532,1.357815218,240400,78579,404334,53381,11466,5460,2.935107747,3.729956804,4.217435748,1.977806595,2.066318256,1.714285714,259600,61300,23.61325116,10.39111633,1002.477093,10747,8142,3608,268,1285,45.8161386,34.71061696,15.38146721,1.142525835,5.478155588
2017,Bihor,132,173,305,255,110,83,193,156,380145,289602,565378,51.22272179,0.539462094,0.341364538,0.67079667,0.410369727,0.880826633,82025,19289,87846,22218,10701,6135,228214,35.94214202,8.452154557,38.49281814,9.735599043,4.689019955,2.688266276,336943,80565,537388,55649,22975,14378,4.107808595,4.176732853,6.117387246,2.504680889,2.146995608,2.343602282,260400,61900,23.77112135,10.48769938,775.097449,10927,8427,3828,270,1305,47.88049813,36.92586783,16.77372992,1.183100073,5.718317018
2018,Bihor,208,213,421,335,99,97,196,153,376478,287577,562997,51.07966828,0.747783736,0.348136846,0.889826232,0.406398249,1.095920582,80395,20016,88573,23177,12696,6352,231209,34.77157031,8.657102448,38.30862985,10.02426376,5.491135726,2.747297899,335385,83677,664586,47964,22368,15411,4.171714659,4.180505596,7.5032572,2.069465418,1.761814745,2.426164987,261500,62700,23.97705545,11.34330241,912.9926133,11537,8914,4184,308,1398,49.89857661,38.55386252,18.09618138,1.332128075,6.04647743
2019,Bihor,172,220,392,320,89,80,169,136,373020,285532,561228,50.8762927,0.698468359,0.301125389,0.857862849,0.364591711,0.999593748,84441,18546,89568,29457,15101,6140,243253,34.71324095,7.624160853,36.82092307,12.10961427,6.207939882,2.524120977,368122,68414,673447,85048,33506,14252,4.359517296,3.6888817,7.518834852,2.887191499,2.218793457,2.321172638,260500,62200,23.87715931,11.61537476,742.3194145,11836,9065,4208,316,1466,48.65715942,37.26572745,17.29886168,1.299059004,6.026647153
2020,Bihor,124,158,282,238,68,51,119,102,369455,286036,559344,51.13776138,0.504162018,0.212749221,0.644192121,0.276082337,0.716911239,90709,13220,91261,30555,14252,7252,247249,36.68730713,5.34683659,36.91056384,12.35798729,5.764229582,2.933075564,369424,37160,600643,72377,37735,15327,4.072627854,2.810892587,6.581595643,2.368744886,2.647698569,2.113485935,259000,59800,23.08880309,10.86171061,863.4926381,11996,9098,4230,318,1548,48.51789087,36.79691323,17.10825929,1.286152826,6.260894887
2021,Bihor,248,284,532,439,94,84,178,140,363534,288413,555025,51.96396559,0.958515382,0.320706274,1.207589937,0.385108408,1.279221657,84616,5599,98267,31750,18668,6043,244943,34.5451799,2.28583793,40.11831324,12.96219937,7.621364971,2.467104592,353051,23608,619076,67694,51218,12999,4.172390564,4.216467226,6.299937924,2.132094488,2.743625455,2.151083899,230500,29600,12.84164859,10.1961792,880.1536178,13659,9255,4176,356,1863,55.76399407,37.78430084,17.04886443,1.453399362,7.605851157
